return_id,ord_num,cust_key,return_type,return_reason,return_reason_detail,request_date,pickup_date,received_date,inspection_result,refund_amount_krw,refund_method,refund_status,refund_date,cs_agent_id,cs_channel,satisfaction_score,returned_item_code,returned_qty,photo_submitted,is_repeat_returner,cs_metric_01,cs_metric_02,cs_metric_03,cs_metric_04,cs_metric_05,cs_metric_06,cs_metric_07,cs_metric_08,cs_metric_09,cs_metric_10,cs_metric_11,cs_metric_12,cs_metric_13,cs_metric_14,cs_metric_15,cs_flag_01,cs_flag_02,cs_flag_03,cs_flag_04,cs_flag_05,cs_flag_06,cs_flag_07,cs_flag_08,cs_flag_09,cs_flag_10
RT-000076,ORD00001802,M4EDD5E97,전체반품,향불만,,20231119,20240415,2025-02-08,검수중,8514,쿠폰발급,완료,,agent_26,카카오톡,1,SKU00001486,1,N,0,35.32,51.3,6.8,106.76,175.04,200.21,148.74,8.86,743.22,16.1,233.62,150.38,774.28,234.91,95.1,False,1,False,False,0,1,Y,0,no,O
RT-000077,ORD00005204,MA66E454A,반품,알러지반응,상세사유_mt2ekfgf,2023-03-27,20231123,03-09-2023,거절,29395,계좌이체,처리중,,agent_26,채팅,4,SKU00000106,2,N,0,50.9,31.33,11.41,321.95,510.65,224.53,24.88,14.95,209.12,93.17,1187.81,74.38,397.22,235.44,1343.79,False,1,True,True,0,1,Y,1,no,X
RT-000078,ORD00000264,M975048B6,교환,변심,상세사유_tpssi58j,2025.09.21,29/10/2023,08-01-2025,,9255,포인트,처리중,09/07/2024,agent_18,게시판,2,SKU00001757,2,N,0,841.92,39.89,9.01,43.86,1326.95,209.96,83.47,136.86,677.42,222.49,897.27,36.92,700.8,561.48,1384.04,True,1,True,False,1,0,Y,0,yes,O
RT-000079,ORD00001470,M2380E2EC,부분반품,피부트러블,,27/02/2025,2023.11.26,,검수중,134950,계좌이체,완료,,agent_15,카카오톡,4,SKU00000809,3,N,0,854.84,13.12,37.16,68.76,279.16,15.75,368.7,179.63,1052.07,79.71,154.72,96.19,197.53,937.96,777.74,True,1,True,False,0,1,Y,1,yes,O
RT-000080,ORD00013629,M3FB0A135,반품,파손/불량,상세사유_m7m5r0a0,2023-10-04,27/03/2023,,부분승인,14422,포인트,처리중,,agent_2,전화,1,SKU00001011,2,N,0,1080.0,14.09,56.97,273.11,1173.53,58.78,310.52,345.83,201.32,101.09,32.54,420.08,386.49,605.63,719.37,True,0,False,True,0,1,Y,1,yes,X
RT-000081,ORD00001278,M33DAACB5,부분반품,색상불일치,,2023-04-21,05-09-2023,20250623,거절,58758,포인트,처리중,,agent_19,카카오톡,3,SKU00001206,1,Y,0,261.78,35.64,22.56,13.7,3766.51,175.51,164.57,868.9,144.33,463.45,16.78,462.51,660.89,189.38,201.9,True,0,False,True,1,1,Y,1,yes,O
RT-000082,ORD00009570,M04133FB7,교환,변심,상세사유_gecaodqj,09-22-2024,,,승인,4057,원결제수단,완료,20250628,agent_6,채팅,5,SKU00000790,3,Y,0,196.7,62.15,17.58,395.09,1916.95,23.85,1095.55,396.17,381.08,26.04,171.39,422.99,282.02,93.39,1555.54,False,0,True,False,0,1,Y,0,no,X
RT-000083,ORD00001779,M6328BF9B,반품,향불만,상세사유_zgw4yr5l,20240719,09-19-2024,,승인,32953,계좌이체,완료,2023-01-24,agent_7,카카오톡,3,SKU00000120,1,N,0,99.33,13.16,13.38,170.01,475.64,314.05,80.19,115.96,1132.77,128.27,442.92,278.49,970.38,539.01,568.34,True,0,False,False,1,1,Y,1,yes,O
RT-000084,ORD00014779,M0947B9F2,반품,성분불만,상세사유_jm4ymzdn,2025.08.04,06-16-2025,2025.09.07,승인,30974,쿠폰발급,완료,2025.11.17,agent_26,채팅,3,SKU00000248,1,N,1,184.09,124.51,14.98,3.26,463.95,92.79,111.07,18.28,240.57,59.93,24.67,121.27,772.76,174.92,102.69,False,1,True,False,1,0,Y,0,yes,O
RT-000085,ORD00002723,M6C3BD16A,교환,변심,상세사유_wdaj9njt,20241012,,12-15-2025,승인,46081,쿠폰발급,거절,20231006,agent_24,채팅,2,SKU00001514,1,N,0,317.03,23.93,25.39,273.74,292.16,72.6,125.85,43.66,1333.07,325.16,1913.71,133.98,370.37,90.69,1706.13,False,1,False,True,1,1,Y,1,no,X
RT-000086,ORD00006166,M412D5C43,교환,오배송,,2023-07-01,18/10/2025,2023.09.17,부분승인,35387,쿠폰발급,완료,,agent_16,게시판,2,SKU00001133,2,N,0,182.84,85.41,15.43,53.1,179.78,35.73,1.65,573.43,507.27,554.56,1432.77,163.3,363.79,424.6,957.74,False,0,False,True,0,0,N,0,no,X
RT-000087,ORD00008901,MB5B5437B,부분반품,유통기한임박,,2023.09.29,24/10/2025,20240111,부분승인,5772,포인트,완료,,agent_26,채팅,4,SKU00000843,1,N,0,166.11,55.06,0.37,36.5,579.06,3.05,50.57,1534.34,685.48,166.62,441.72,323.96,964.36,197.86,21.57,False,0,True,False,1,1,Y,0,yes,X
RT-000088,ORD00010914,M2445E3A6,반품,파손/불량,,08-13-2025,2024-07-20,30/10/2024,,2156,원결제수단,거절,2023-07-22,agent_12,카카오톡,2,SKU00000135,1,Y,0,142.17,15.27,41.61,6.87,580.87,3.19,331.63,80.11,640.47,335.88,133.9,182.71,179.11,1876.28,25.06,False,1,False,False,0,1,N,0,no,O
RT-000089,ORD00012240,MAC4FDC16,부분반품,피부트러블,상세사유_8g29qrw1,2025.03.08,,20230705,승인,1795,포인트,처리중,,agent_14,이메일,3,SKU00000446,1,N,0,293.27,91.12,5.53,52.91,237.11,161.35,367.24,147.81,457.99,15.04,945.66,57.32,85.63,31.54,514.66,False,0,False,True,0,0,Y,1,yes,X
RT-000090,ORD00000472,MC39DE419,반품,유통기한임박,상세사유_lidk53vp,10/03/2025,28/09/2025,25/03/2024,승인,41866,원결제수단,완료,,agent_29,게시판,1,SKU00000455,1,Y,0,2278.81,4.66,3.18,1.7,850.47,113.19,32.05,301.97,486.91,420.86,246.43,19.57,40.63,354.4,933.07,True,0,True,True,1,1,Y,1,yes,X
RT-000091,ORD00005738,M89751173,교환,향불만,,20230831,,2023.10.25,,33906,계좌이체,완료,2023.05.20,agent_26,게시판,3,SKU00001972,2,N,0,3752.03,24.95,23.5,62.46,325.51,53.55,104.72,159.1,168.24,15.29,178.24,90.32,333.93,783.04,504.59,False,1,True,False,1,0,N,1,no,X
RT-000092,ORD00003869,MB1417F1E,반품,용량부족,,06-17-2023,,2023.05.26,승인,21879,포인트,대기,,agent_21,게시판,4,SKU00001260,1,N,0,447.6,54.87,6.13,151.33,1.16,62.0,109.32,372.53,882.17,14.21,817.92,38.61,478.41,1481.83,1821.87,True,1,False,False,1,1,N,1,yes,O
RT-000093,ORD00008306,M25D14925,교환,유통기한임박,상세사유_xey7yxif,24/02/2025,2025.10.03,2024.06.29,승인,28979,계좌이체,대기,,agent_12,전화,2,SKU00001972,2,N,0,230.26,127.71,0.9,56.34,765.61,163.05,351.37,451.76,338.15,1.38,497.2,428.08,649.24,7.62,396.61,True,0,False,True,0,1,N,0,yes,O
RT-000094,ORD00011695,M46FA59A5,부분반품,텍스처불만,,2023.09.12,2024.11.26,,부분승인,8045,계좌이체,완료,20231227,agent_16,게시판,1,SKU00000714,1,N,0,2491.67,124.46,10.12,914.15,465.85,27.4,24.84,118.79,315.55,136.35,155.77,15.39,326.94,2580.89,687.78,False,0,True,False,0,1,Y,0,no,O
RT-000095,ORD00001752,M2BD357FD,반품,유통기한임박,,10-04-2023,,08/06/2024,검수중,30718,포인트,처리중,,agent_26,카카오톡,5,SKU00001608,1,Y,1,261.3,3.03,11.89,31.12,295.66,43.85,94.52,88.0,857.19,37.71,1079.72,0.23,169.36,49.08,978.29,False,0,False,False,0,1,N,1,no,O
RT-000096,ORD00011419,M2951ED85,반품,파손/불량,상세사유_8dq8y5ww,25/11/2024,,14/11/2023,승인,924,계좌이체,완료,,agent_1,카카오톡,2,SKU00000939,1,N,0,82.6,0.6,32.73,48.84,714.33,16.41,20.9,387.4,496.84,281.51,23.18,28.13,343.07,3994.92,470.26,True,0,False,True,0,1,N,0,yes,X
RT-000097,ORD00003578,MB74B3588,전체반품,사이즈맞지않음,,15/08/2023,2024-08-25,08-31-2024,승인,13997,원결제수단,대기,2023-02-21,agent_17,이메일,5,SKU00000063,1,Y,0,290.83,41.89,78.08,18.54,21.48,257.15,135.21,217.81,603.39,185.88,385.69,243.6,1295.64,11.04,290.01,False,1,True,True,1,1,N,1,no,O
RT-000098,ORD00012149,ME76824C3,반품,파손/불량,,20230723,,2025-02-02,승인,42403,쿠폰발급,완료,,agent_25,이메일,2,SKU00001886,1,Y,0,694.27,42.85,2.21,371.11,28.44,50.69,81.64,54.72,353.71,135.07,297.27,81.12,619.9,69.08,284.34,True,1,True,False,1,1,Y,1,yes,X
RT-000099,ORD00000120,M2348747C,부분반품,피부트러블,,01/02/2025,,11-27-2025,승인,121524,계좌이체,대기,2024-11-07,agent_3,카카오톡,,SKU00001488,1,N,1,187.47,5.44,11.06,67.68,925.86,184.9,507.69,393.68,309.79,23.89,77.7,138.67,699.39,73.93,74.13,True,0,True,True,1,1,N,0,no,O
RT-000100,ORD00009065,MCBA42CDD,전체반품,가품의심,,2023-05-02,,20230717,승인,83859,쿠폰발급,거절,,agent_3,이메일,,SKU00001051,3,N,1,1258.3,26.8,1.01,411.98,1069.81,94.8,365.09,616.57,12.49,123.2,236.52,207.05,830.86,535.28,4250.24,True,0,False,False,0,1,Y,0,yes,X
RT-000101,ORD00003241,M3B183147,교환,텍스처불만,상세사유_f8o21yha,2025.12.18,03/12/2025,,,56930,쿠폰발급,완료,03-30-2023,agent_7,이메일,3,SKU00000680,1,N,0,12.9,77.69,54.03,341.81,276.34,119.48,42.63,182.33,192.14,511.37,221.38,58.21,131.42,697.94,177.28,False,1,True,False,0,1,N,0,yes,X
RT-000102,ORD00004764,MEE348D9A,반품,변심,,2024.10.16,,04-03-2025,,7593,원결제수단,완료,,agent_11,이메일,2,SKU00000419,2,N,0,861.12,53.62,11.0,314.28,249.04,6.62,78.04,240.46,288.41,90.98,1265.9,113.9,780.22,562.3,628.78,True,0,False,True,1,0,Y,0,no,X
RT-000103,ORD00008252,M6CF5B9FA,반품,향불만,,20240413,2025.05.10,,부분승인,8839,쿠폰발급,완료,10-06-2023,agent_11,이메일,,SKU00000461,1,Y,0,2102.96,35.54,20.87,12.93,677.24,78.19,617.42,172.14,122.3,408.2,977.71,221.26,71.89,2108.52,2811.04,True,1,True,False,0,0,N,1,yes,X
RT-000104,ORD00008622,M38415ACC,반품,용량부족,상세사유_dy81vpfj,2023.07.03,,2023.11.24,검수중,17744,쿠폰발급,완료,2023.12.28,agent_8,채팅,4,SKU00000428,1,Y,1,1524.08,58.6,1.09,98.6,503.37,55.63,134.43,776.26,119.62,285.25,1077.79,70.18,140.0,218.58,916.96,False,0,False,True,0,0,Y,0,yes,O
RT-000105,ORD00003792,M9F459AB2,반품,유통기한임박,,20230108,2024-06-17,,승인,6977,계좌이체,완료,13/10/2025,agent_28,카카오톡,,SKU00000592,1,N,0,199.64,4.6,26.51,104.02,329.63,21.41,100.57,135.07,92.14,31.15,456.23,15.01,955.4,1154.41,1058.66,False,0,False,False,1,1,Y,1,yes,X
RT-000106,ORD00010356,MBC0A05A4,반품,성분불만,,04-03-2025,2024-07-12,25/03/2024,승인,11161,원결제수단,완료,19/05/2023,agent_27,전화,3,SKU00001955,1,N,1,1048.5,6.18,25.37,118.3,638.32,74.62,566.03,1265.37,774.26,454.15,226.27,101.68,2534.61,766.26,410.38,True,0,False,True,1,1,Y,1,no,O
RT-000107,ORD00012465,M313349B5,교환,색상불일치,상세사유_hmvladcp,20240921,12/04/2024,22/01/2023,거절,26905,포인트,대기,,agent_13,이메일,4,SKU00001034,1,Y,1,102.63,7.57,53.35,26.32,2582.76,126.46,179.31,82.8,67.18,223.96,165.42,14.02,51.79,974.34,1623.85,False,0,True,True,0,1,Y,0,no,O
RT-000108,ORD00006000,M77FB9BE5,반품,색상불일치,,05-09-2025,,2024-01-08,부분승인,26651,포인트,완료,03-05-2023,agent_4,전화,5,SKU00001535,1,Y,0,213.7,15.41,39.74,139.77,1151.09,66.45,26.24,156.98,289.42,19.13,59.66,209.51,1492.69,300.93,827.15,True,1,True,False,1,0,N,1,yes,O
RT-000109,ORD00003060,M42937475,교환,용량부족,상세사유_37wwsrxm,2025.01.11,2023.06.10,,검수중,10266,쿠폰발급,완료,,agent_18,전화,5,SKU00000679,2,Y,1,32.95,13.96,0.18,563.82,372.67,35.89,240.63,8.92,50.33,77.99,212.52,320.61,1135.89,148.07,160.27,False,0,False,True,0,1,Y,1,yes,O
RT-000110,ORD00013431,MDA0F166C,전체반품,색상불일치,상세사유_5gpifq0x,2025-06-15,2023-06-08,,승인,26940,포인트,완료,20240102,agent_24,채팅,3,SKU00000465,2,N,0,415.98,45.2,0.58,155.73,247.08,99.68,26.64,8.74,66.05,176.58,248.47,146.09,416.5,2402.89,519.01,True,1,False,False,0,1,N,0,no,X
RT-000111,ORD00011788,MDFA237BB,교환,오배송,상세사유_qntguhfl,2023.12.25,05-26-2023,,부분승인,44072,포인트,처리중,20250411,agent_10,카카오톡,2,SKU00000393,3,N,1,393.03,84.76,44.99,35.13,945.69,54.63,17.9,1179.15,967.32,131.1,1222.09,153.36,335.2,617.87,930.9,False,1,False,True,0,1,Y,1,no,X
RT-000112,ORD00001006,M998B6CA3,교환,성분불만,,03/11/2025,25/10/2025,,승인,23613,쿠폰발급,완료,,agent_29,카카오톡,,SKU00001519,3,Y,0,376.67,56.2,1.78,117.31,1039.07,24.29,213.43,89.78,58.02,291.14,118.51,16.61,1039.52,1210.38,400.71,True,1,False,False,1,1,N,0,no,O
RT-000113,ORD00000362,M90C4301A,교환,사이즈맞지않음,,20250310,,,승인,88339,원결제수단,대기,,agent_28,카카오톡,,SKU00000220,1,N,0,505.33,41.2,10.78,10.59,560.42,117.11,84.43,415.54,1421.57,21.17,537.11,53.56,329.81,415.67,1878.41,False,0,False,True,0,1,N,1,no,O
RT-000114,ORD00008993,M0511EAFB,반품,가품의심,상세사유_ni6t0fu1,06/11/2025,,,부분승인,118102,원결제수단,완료,2024.10.16,agent_7,전화,1,SKU00000214,1,Y,0,43.82,61.71,44.35,31.14,649.05,90.92,419.06,894.43,363.69,289.42,912.78,272.47,857.67,923.36,255.02,True,1,True,True,1,0,N,1,no,X
RT-000115,ORD00003129,M8D78D7D1,교환,향불만,,2025-01-14,18/08/2025,,,51373,포인트,완료,12/06/2023,agent_27,전화,2,SKU00001228,1,Y,0,1068.41,26.13,61.51,124.07,501.25,115.64,76.05,212.63,648.22,139.19,168.89,21.04,2552.49,1018.19,922.18,True,1,True,False,1,0,N,1,yes,O
RT-000116,ORD00014726,M99784110,반품,가품의심,,2023.11.17,2024.12.18,,부분승인,17202,계좌이체,거절,2024-11-08,agent_10,채팅,4,SKU00000660,1,N,1,405.39,23.48,1.92,7.18,110.23,28.72,15.01,344.51,296.81,136.51,303.79,34.03,998.62,206.82,270.03,True,1,False,True,0,1,Y,1,yes,O
RT-000117,ORD00003681,M4FE55A83,반품,변심,상세사유_w6bxlyef,20240619,30/07/2025,2024.09.14,검수중,43282,포인트,거절,04/01/2024,agent_19,카카오톡,1,SKU00001371,1,N,0,777.92,36.6,17.3,256.53,640.03,266.08,53.04,131.32,17.38,50.3,256.44,7.7,130.42,148.11,278.6,False,1,False,False,1,1,Y,1,yes,X
RT-000118,ORD00002032,MCB133ED8,반품,색상불일치,,04-19-2023,,2025.12.24,승인,60184,쿠폰발급,거절,2025.09.20,agent_25,전화,1,SKU00001922,1,N,0,252.07,67.63,3.19,76.87,415.21,82.61,163.68,545.04,1722.75,69.86,167.68,470.39,194.49,222.54,216.37,True,0,False,True,0,1,Y,0,yes,X
RT-000119,ORD00003823,M0566FE12,반품,변심,상세사유_duyjmdtj,20250904,,20250503,승인,2487,쿠폰발급,처리중,,agent_17,이메일,4,SKU00000604,1,N,0,332.85,18.35,53.97,334.65,1041.0,87.6,25.8,149.97,7.19,180.05,718.75,39.27,502.95,675.27,441.09,True,1,True,True,0,0,Y,0,no,O
RT-000120,ORD00014964,M1F38B5E0,반품,피부트러블,상세사유_usfpwmn1,18/12/2023,20231128,20230224,,33495,쿠폰발급,처리중,2025-09-08,agent_20,게시판,2,SKU00001005,3,N,1,414.48,121.81,2.93,193.52,96.36,41.07,449.43,131.02,1198.12,371.04,4.69,333.55,348.18,109.18,2471.08,True,0,True,True,1,1,N,1,no,X
RT-000121,ORD00011764,MF9835C43,교환,가품의심,상세사유_mzddpq3o,2025-05-04,20250720,09/11/2025,검수중,678,원결제수단,완료,2023.10.24,agent_18,전화,1,SKU00000613,1,N,0,808.18,17.25,14.75,88.74,239.87,434.56,27.55,565.58,641.06,13.26,600.38,207.44,1236.32,2434.25,789.89,True,0,True,True,0,1,Y,0,no,X
RT-000122,ORD00012082,M858DB96A,반품,가품의심,상세사유_b1kxf42i,2025-01-22,2025.02.22,,승인,28118,쿠폰발급,완료,,agent_2,카카오톡,,SKU00000711,1,N,0,477.55,27.58,57.78,22.19,166.15,7.59,88.29,380.38,1306.74,325.85,989.22,34.83,994.52,698.35,361.19,False,1,True,False,0,1,Y,1,yes,X
RT-000123,ORD00008349,MBB206D7F,부분반품,파손/불량,,09-29-2023,,2024.04.13,승인,19323,쿠폰발급,완료,2025.10.09,agent_3,이메일,2,SKU00001694,2,N,0,520.45,23.95,9.33,169.68,625.52,287.57,425.12,571.56,625.49,299.96,851.17,283.31,8.9,66.13,340.88,False,0,True,True,1,0,N,0,no,O
RT-000124,ORD00013197,M8CA2D118,부분반품,텍스처불만,,2024-07-03,,05/09/2023,승인,15458,계좌이체,완료,06/11/2025,agent_11,카카오톡,4,SKU00001584,2,Y,0,53.62,48.65,17.71,772.53,1258.49,231.73,1022.44,550.74,1026.47,5.51,88.96,251.96,57.99,24.69,46.09,True,1,False,False,1,0,N,0,yes,X
RT-000125,ORD00005351,M08A9EBA3,부분반품,색상불일치,상세사유_x4ithhiz,2023-10-03,2025.02.11,14/01/2024,승인,11191,원결제수단,완료,,agent_17,채팅,2,SKU00001200,1,N,0,135.67,25.27,4.22,269.3,222.33,406.11,65.11,266.63,502.79,73.16,78.02,125.59,1693.26,330.46,476.23,False,0,True,True,0,0,Y,1,no,X
RT-000126,ORD00011570,MEAAE3A44,교환,유통기한임박,,20240813,2024.03.16,01-18-2023,승인,1076,원결제수단,처리중,,agent_11,카카오톡,4,SKU00000290,1,Y,0,244.76,63.41,35.81,30.22,775.39,256.53,1.5,165.19,120.21,1080.0,108.57,266.93,1106.27,66.09,353.82,False,1,False,True,1,0,Y,1,no,O
RT-000127,ORD00014157,M1389F2B6,반품,파손/불량,상세사유_45c05nlh,2025-11-17,2024-12-21,,승인,13273,포인트,대기,,agent_21,이메일,2,SKU00001712,3,Y,0,148.64,3.63,42.5,177.89,2693.78,140.39,176.06,541.88,84.52,19.64,55.58,477.99,152.68,164.77,115.16,True,1,False,True,0,1,N,0,no,O
RT-000128,ORD00007161,MB70FD35B,반품,텍스처불만,상세사유_wb5vc7jh,2025-03-17,,,승인,6958,원결제수단,처리중,20230120,agent_4,이메일,,SKU00000877,3,N,0,499.49,72.45,40.56,38.58,952.52,164.4,18.18,532.23,1011.89,1.06,706.58,125.59,749.59,15.87,269.31,False,1,False,True,0,1,Y,1,yes,X
RT-000129,ORD00004092,MCE13C65B,교환,알러지반응,,2024.04.11,20250110,,승인,21731,계좌이체,완료,,agent_14,카카오톡,4,SKU00000259,1,N,0,1009.49,56.8,10.4,97.42,643.67,338.98,200.04,465.78,100.36,7.89,724.41,213.86,70.78,514.05,147.94,False,0,False,False,0,0,Y,1,yes,X
RT-000130,ORD00001898,MFE152BD5,전체반품,피부트러블,상세사유_y5wve5rv,22/05/2024,,2024-01-02,부분승인,11263,포인트,완료,06/06/2023,agent_3,이메일,2,SKU00001274,3,N,1,69.39,154.59,3.98,574.67,753.54,64.97,41.72,453.88,1266.73,211.25,756.92,337.09,173.11,510.81,163.72,True,0,False,True,1,1,Y,0,yes,X
RT-000131,ORD00012514,MFEDEA107,교환,알러지반응,상세사유_7ya56wfy,14/09/2023,2025-03-29,20231203,승인,84059,계좌이체,완료,,agent_30,채팅,5,SKU00001252,1,N,0,3.87,82.96,7.13,27.79,61.77,21.7,324.41,242.38,268.74,323.08,508.63,129.25,440.36,421.7,271.78,True,1,False,True,0,0,N,1,yes,O
RT-000132,ORD00011500,MDE075F56,부분반품,파손/불량,상세사유_ck4g4qfi,10-27-2024,23/07/2025,2025.08.27,승인,23590,원결제수단,대기,,agent_26,카카오톡,5,SKU00001387,3,Y,0,1543.63,33.04,0.57,237.76,1424.96,146.15,419.53,418.69,801.85,188.01,1437.46,76.84,533.34,299.43,940.99,True,1,False,False,0,1,N,1,yes,X
RT-000133,ORD00004635,M291DE1A4,교환,성분불만,상세사유_5hgo804o,2023.09.16,,20251201,부분승인,24863,포인트,완료,20/11/2023,agent_16,채팅,5,SKU00000363,1,N,0,1522.94,81.02,20.09,403.74,703.95,344.55,102.77,99.72,1204.53,44.65,2341.04,240.0,1847.91,189.71,85.18,True,1,False,False,1,1,N,1,yes,O
RT-000134,ORD00004655,M94A6CA5D,반품,텍스처불만,상세사유_nk0hktwq,20/12/2025,2023.05.22,,부분승인,23606,원결제수단,거절,20250301,agent_27,카카오톡,4,SKU00001647,1,N,0,243.3,98.09,24.38,456.67,75.39,58.44,21.27,102.55,355.23,103.91,682.54,368.33,569.1,48.51,710.2,True,0,False,False,0,0,N,1,yes,O
RT-000135,ORD00012896,M26C1BFE8,교환,텍스처불만,상세사유_z7wtl2fq,2023-08-28,,20230704,,23106,쿠폰발급,완료,20/03/2024,agent_24,게시판,5,SKU00001034,1,N,1,406.74,48.8,1.03,85.12,456.03,16.48,381.79,3.49,5.59,1.69,1415.64,7.82,1035.94,1587.88,1020.32,True,1,False,True,1,1,Y,1,yes,X
RT-000136,ORD00009038,M04B0E028,부분반품,사이즈맞지않음,,2024-04-05,20/11/2025,,,8560,원결제수단,대기,2024.08.16,agent_2,전화,4,SKU00001457,1,Y,1,828.83,104.13,8.92,116.36,545.76,162.4,0.76,209.31,869.09,16.01,296.17,113.81,51.6,290.95,40.66,True,0,False,True,0,1,Y,0,no,O
RT-000137,ORD00010103,ME3E70893,반품,피부트러블,,22/04/2023,,,승인,5651,원결제수단,완료,,agent_22,전화,1,SKU00001478,3,Y,0,332.99,158.21,27.91,196.51,1502.51,35.52,103.93,51.61,59.1,176.46,133.69,13.74,144.72,80.36,292.69,False,0,False,False,0,1,Y,1,yes,X
RT-000138,ORD00013722,MF65548F0,전체반품,사이즈맞지않음,,20230908,,02/07/2023,승인,30,계좌이체,완료,,agent_19,전화,,SKU00000187,1,N,0,1074.79,32.53,22.25,39.87,561.06,324.39,260.63,1951.54,324.23,443.03,73.66,62.78,303.18,290.71,1971.4,False,1,True,False,1,1,N,0,no,O
RT-000139,ORD00009292,M2AFA934D,반품,향불만,상세사유_bdkumpa7,17/03/2024,06/07/2023,2023.05.17,승인,7797,원결제수단,완료,20231226,agent_21,게시판,1,SKU00001122,1,N,1,178.47,14.8,14.68,143.14,1095.6,133.14,88.74,120.11,1.04,43.83,79.54,1.02,559.4,541.4,1811.43,False,1,False,True,0,0,N,0,no,X
RT-000140,ORD00001737,MD53CD844,반품,사이즈맞지않음,,2025-03-15,2024.11.10,2023-04-01,승인,27492,쿠폰발급,완료,2025.09.16,agent_6,전화,,SKU00001498,2,N,1,1503.49,17.5,7.81,53.86,253.9,55.2,138.52,408.84,315.33,330.97,173.23,2.66,121.29,263.4,145.13,True,0,True,True,1,1,N,1,no,X
RT-000141,ORD00014260,MB939A154,반품,사이즈맞지않음,,20250126,22/12/2024,,검수중,21819,포인트,대기,2023.08.03,agent_3,게시판,2,SKU00000725,2,N,0,96.82,34.66,48.78,534.16,1216.73,49.31,23.21,94.04,500.89,235.46,552.97,162.44,512.01,427.53,13.18,True,0,True,False,1,0,N,1,yes,O
RT-000142,ORD00014730,MA26666A0,전체반품,텍스처불만,,08-03-2024,2023-10-15,20231030,승인,27820,포인트,완료,,agent_18,카카오톡,3,SKU00001848,1,N,0,451.02,12.91,13.39,353.96,903.19,342.17,234.58,4.42,727.62,128.85,502.99,77.43,102.39,97.61,2016.51,False,0,False,False,1,1,Y,1,yes,X
RT-000143,ORD00009263,MFE88ED20,교환,향불만,,2024.05.06,,20230923,,18746,계좌이체,완료,2024-02-19,agent_25,게시판,1,SKU00001091,2,N,0,1153.1,36.49,1.92,150.54,196.66,140.92,225.46,142.37,957.26,37.73,74.13,440.27,619.08,2355.2,543.14,True,0,False,False,0,0,N,0,yes,O
RT-000144,ORD00014545,M33CADC5D,반품,유통기한임박,상세사유_nipb1ehc,23/06/2023,2025-08-07,2025.09.09,거절,76167,계좌이체,대기,,agent_16,전화,2,SKU00001736,1,N,0,149.39,10.36,51.43,10.0,1359.17,111.14,159.36,509.74,703.57,787.02,239.94,186.04,111.29,714.65,183.57,True,0,False,True,1,0,N,1,no,X
RT-000145,ORD00002470,M519B1974,전체반품,사이즈맞지않음,상세사유_fmhzcp2b,02/01/2024,08-30-2024,20231119,승인,3042,계좌이체,완료,20251001,agent_13,게시판,3,SKU00000881,3,N,0,1170.71,22.65,0.19,299.14,37.12,132.9,303.11,711.13,510.22,251.16,38.93,11.75,695.76,576.04,556.38,True,0,False,False,0,1,Y,0,yes,X
RT-000146,ORD00004224,M565A296B,교환,가품의심,상세사유_dazuxieh,13/01/2024,2025.12.02,2023.12.29,승인,40,계좌이체,완료,,agent_1,채팅,4,SKU00000345,2,N,0,338.55,2.14,42.85,64.91,765.7,461.68,240.66,57.13,823.98,110.91,61.1,135.47,906.88,235.09,460.68,False,0,True,True,1,0,N,1,no,O
RT-000147,ORD00007975,M13DA5401,교환,오배송,,04-30-2025,03/07/2023,2023.06.23,승인,8664,포인트,대기,,agent_15,카카오톡,2,SKU00000296,1,N,0,600.11,37.08,20.89,384.36,307.32,57.75,3.41,6.18,7.37,139.47,1931.37,266.45,602.19,125.99,1615.47,False,0,True,True,0,1,Y,1,yes,X
RT-000148,ORD00008602,M53B833F5,부분반품,유통기한임박,,20251003,,10-08-2025,부분승인,9299,계좌이체,대기,12-30-2024,agent_16,카카오톡,3,SKU00000604,2,N,0,847.65,15.4,28.46,21.4,160.71,16.79,91.05,832.58,332.45,188.77,215.36,7.42,2610.66,215.21,555.13,False,0,False,True,0,1,N,0,yes,X
RT-000149,ORD00014930,M131D1BF1,부분반품,알러지반응,상세사유_nb6lv9p1,20240818,01-18-2024,,검수중,26191,포인트,대기,20251205,agent_9,전화,3,SKU00001588,1,Y,1,162.78,88.34,37.84,525.59,132.21,52.95,19.56,83.58,767.46,22.14,475.32,66.31,89.93,15.93,3538.06,True,1,False,False,0,0,N,0,no,X
