sku,warehouse_id,warehouse_name,location_code,current_stock,reserved_stock,available_stock,safety_stock,reorder_point,max_stock,last_inbound_date,last_outbound_date,lot_number,expiry_date,manufacture_date,inbound_cost_krw,storage_fee_daily,status,temperature_zone,supplier_ref,wms_metric_01,wms_metric_02,wms_metric_03,wms_metric_04,wms_metric_05,wms_metric_06,wms_metric_07,wms_metric_08,wms_metric_09,wms_metric_10,wms_metric_11,wms_metric_12,wms_metric_13,wms_metric_14,wms_metric_15,wms_metric_16,wms_metric_17,wms_metric_18,wms_metric_19,wms_metric_20,wms_flag_01,wms_flag_02,wms_flag_03,wms_flag_04,wms_flag_05,wms_flag_06,wms_flag_07,wms_flag_08,wms_flag_09,wms_flag_10
SKU00000039,WH-01,김포센터,A-36-3,352,36,267,20,20,300,2025-08-24,2023-12-29,LOT20237324,08/08/2025,23/01/2023,49450,70.52,정상,냉동,SUP-023,251.19,763.7,8.65,1215.72,130.78,1026.99,648.41,475.92,1744.19,40.52,163.2,693.27,1943.37,733.81,131.07,66.11,2347.21,1701.83,40.45,208.51,Y,False,Y,True,no,1,1,O,yes,N
SKU00000040,WH-02,인천센터,E-44-2,78,27,327,30,100,500,10-17-2023,30/07/2025,LOT20239142,02-22-2027,2023-01-06,11611,21.03,이상재고,상온,SUP-033,32.17,145.05,53.54,995.71,37.5,681.71,342.75,413.5,172.6,103.81,271.67,69.82,443.1,29.83,18.55,390.97,5071.4,192.43,2.36,113.96,Y,False,N,False,yes,1,1,O,yes,Y
SKU00000040,WH-03,부산센터,E-23-2,35,47,232,50,100,500,01-17-2023,09-23-2024,LOT20239898,15/02/2026,20240506,9035,65.94,반품입고,상온,SUP-033,402.05,384.11,25.36,332.49,265.27,52.47,30.27,1162.64,365.97,53.54,566.25,2706.87,79.58,323.79,22.36,1.63,1519.79,498.63,179.96,0.1,Y,True,N,True,no,0,0,X,yes,N
SKU00000040,WH-04,대구센터,D-07-5,417,23,190,20,50,1000,03-03-2025,04-26-2025,LOT20239946,2027.10.02,20230112,20298,51.73,이상재고,상온,SUP-033,222.73,17.11,383.46,497.16,499.24,566.34,116.06,670.8,163.94,124.71,497.36,1204.96,309.61,70.46,11.22,57.94,383.85,226.97,122.25,3.38,Y,True,Y,True,no,0,1,O,yes,N
SKU00000041,WH-01,김포센터,D-43-4,80,17,46,20,30,300,11-30-2025,20230202,LOT20230406,20250501,12-28-2024,20745,38.06,이상재고,상온,SUP-039,70.76,380.59,15.34,166.35,456.66,55.54,356.42,680.3,280.31,51.6,2127.89,2409.76,1852.06,996.98,191.08,30.14,331.85,1045.47,441.42,212.81,Y,True,N,True,no,0,0,O,yes,Y
SKU00000041,WH-04,대구센터,F-38-5,299,43,31,100,100,300,2023-01-07,05-31-2024,LOT20245096,04/03/2027,22/09/2024,45918,63.07,정상,상온,SUP-039,22.65,195.7,26.96,747.97,547.11,186.02,325.93,2586.39,873.43,175.06,433.01,62.53,1096.9,121.51,6.26,17.56,164.66,4.51,0.17,66.23,N,True,N,False,yes,1,0,X,no,N
SKU00000042,WH-05,광주센터,D-09-5,372,32,320,20,30,300,2025.01.21,2023.05.10,LOT20239354,2025.12.19,10-21-2023,7593,14.74,폐기예정,냉동,SUP-010,104.98,160.84,108.18,1499.36,22.6,1216.66,260.02,937.28,131.15,214.95,403.8,399.55,69.26,4807.98,140.36,168.83,304.5,447.18,297.49,82.29,Y,False,N,False,yes,1,0,O,yes,N
SKU00000043,WH-05,광주센터,E-29-1,282,50,435,10,80,1000,2024.04.01,05-21-2023,LOT20239139,20260606,2023-10-08,30323,96.89,정상,상온,SUP-049,189.29,761.61,145.96,1654.43,238.37,169.54,75.04,1732.08,15.32,140.91,81.32,2042.69,861.46,1012.99,35.2,385.45,2850.57,315.41,83.78,250.85,N,False,Y,True,yes,1,0,O,no,Y
SKU00000043,WH-01,김포센터,E-18-5,211,16,73,100,150,500,2024.06.12,20241108,LOT20249050,20250412,2025.06.09,2692,41.66,폐기예정,상온,SUP-049,97.59,52.87,64.96,295.99,595.26,197.35,199.69,759.03,836.08,610.95,181.59,26.19,440.23,1316.31,2.81,134.74,933.65,795.21,120.68,375.35,N,False,Y,True,no,0,0,O,yes,Y
SKU00000043,WH-04,대구센터,F-06-1,448,1,277,50,150,200,20250104,10/12/2025,LOT20248892,2027-07-08,20230616,18766,74.59,정상,상온,SUP-049,220.96,1874.21,16.61,76.78,8.62,819.72,290.34,2928.82,1743.73,257.24,472.67,251.9,1315.28,496.48,51.54,578.38,879.71,463.69,99.19,190.79,Y,False,Y,True,no,1,0,X,no,N
SKU00000044,WH-02,인천센터,C-21-2,205,2,423,100,100,300,20251020,2024-09-28,LOT20231452,30/05/2025,2023-06-03,4096,60.92,반품입고,상온,SUP-007,151.11,358.89,2.21,201.02,306.0,309.32,698.81,882.2,918.29,240.41,963.97,171.67,48.19,392.54,111.89,4.1,2540.98,641.19,104.89,0.26,Y,False,N,False,no,1,0,X,yes,Y
SKU00000044,WH-03,부산센터,B-06-5,385,2,431,10,100,500,2023-08-03,20250630,LOT20232396,2026-02-27,20230715,2245,78.78,정상,상온,SUP-007,93.78,243.02,13.92,964.0,279.32,115.58,70.79,2177.15,775.96,739.09,1082.98,1236.63,1933.59,437.5,10.26,90.45,703.45,474.85,274.83,4.71,Y,True,N,True,no,0,0,O,yes,Y
SKU00000045,WH-04,대구센터,E-18-3,198,21,294,30,100,200,2023-10-30,16/11/2024,LOT20231449,2026-08-04,2023.08.10,6581,80.92,정상,냉장,SUP-008,5.86,584.7,46.83,4.25,503.44,159.04,272.66,1189.18,37.92,20.88,54.37,707.47,432.43,229.84,58.57,194.89,1686.54,326.08,138.3,102.5,N,True,N,True,yes,0,0,X,yes,N
SKU00000046,WH-03,부산센터,A-26-1,221,40,218,20,20,300,03-19-2025,03-24-2024,LOT20233631,2027.02.03,2024.02.09,1401,42.42,이상재고,상온,SUP-019,126.16,353.75,48.26,581.26,302.38,114.3,83.19,1169.03,66.51,23.49,132.13,1275.18,63.61,402.82,23.23,0.28,560.57,557.81,368.17,164.14,N,True,Y,False,no,1,1,O,no,Y
SKU00000047,WH-03,부산센터,C-46-3,311,18,278,50,20,300,2024.10.15,2025-05-31,LOT20237009,20250529,31/05/2023,42500,22.83,이상재고,냉장,SUP-024,103.43,654.15,74.86,138.57,1029.96,1596.5,184.6,652.75,126.89,51.08,778.68,93.55,706.83,2245.14,194.02,220.15,365.5,2128.35,425.1,159.87,N,True,N,False,yes,1,0,X,no,Y
SKU00000047,WH-05,광주센터,D-35-3,0,3,120,30,30,1000,20241213,07/10/2023,LOT20243440,20250308,20231012,20505,62.99,폐기예정,상온,SUP-024,61.66,2998.52,0.99,2534.38,340.58,232.92,130.53,1150.32,3120.26,114.68,1283.29,332.45,419.3,749.29,11.03,127.55,334.54,818.69,631.38,656.91,Y,True,Y,False,no,0,0,X,no,Y
SKU00000048,WH-02,인천센터,A-23-1,437,24,340,10,150,500,08-28-2023,20240623,LOT20231928,2025.09.01,16/03/2023,45382,82.52,정상,상온,SUP-011,7.99,255.83,28.68,107.69,326.0,1188.22,44.37,98.87,289.18,86.5,390.71,185.85,2058.25,379.22,32.09,127.61,1098.33,305.16,227.62,15.58,N,False,N,False,no,1,0,X,yes,N
SKU00000048,WH-01,김포센터,D-06-1,139,33,445,50,50,200,01/01/2025,20240912,LOT20244892,11-09-2025,2023.05.01,37878,52.96,정상,상온,SUP-011,865.95,376.65,0.6,2764.68,323.31,892.45,35.41,1372.09,2480.34,131.64,1168.29,205.82,1155.49,247.89,57.51,282.68,9.06,249.33,509.78,48.32,Y,True,N,True,yes,1,1,X,no,N
SKU00000049,WH-03,부산센터,F-15-4,420,50,175,20,50,300,2023.05.29,10-30-2024,LOT20232313,2025-07-21,25/07/2024,36047,72.43,폐기예정,상온,SUP-045,88.22,54.47,14.82,210.84,23.15,877.11,163.8,441.56,411.0,79.64,211.38,674.07,188.22,172.8,69.3,462.11,445.29,842.66,465.99,143.31,N,True,Y,False,no,1,0,O,no,N
SKU00000049,WH-01,김포센터,E-46-3,73,50,195,50,150,800,2025-10-04,27/02/2025,LOT20231178,20270126,20230214,3323,44.33,이상재고,냉장,SUP-045,90.68,3375.53,30.87,558.01,325.98,79.63,107.49,234.41,1967.88,56.87,17.46,979.56,270.65,1051.5,34.46,392.86,283.07,803.59,742.85,151.73,Y,True,Y,False,yes,0,1,O,no,Y
SKU00000050,WH-01,김포센터,A-33-3,63,50,225,10,30,1000,2023.05.20,18/02/2024,LOT20250385,12-19-2026,27/06/2024,36313,16.81,정상,냉장,SUP-045,136.26,1800.19,9.06,27.28,513.13,43.22,350.58,218.65,616.47,183.92,22.39,670.32,41.59,114.16,51.02,106.69,1780.38,846.76,317.32,17.49,N,False,N,True,no,0,1,X,yes,Y
SKU00000051,WH-05,광주센터,F-19-1,164,39,370,100,20,200,07/11/2025,21/03/2023,LOT20233035,20251104,04-06-2024,29883,32.92,정상,상온,SUP-020,28.69,622.47,82.17,53.69,195.88,400.26,484.05,817.53,929.76,129.84,196.85,50.88,331.25,336.65,41.76,0.14,240.2,616.72,45.73,174.18,N,True,N,False,no,0,0,O,no,N
SKU00000051,WH-03,부산센터,B-47-3,182,46,282,100,20,300,29/02/2024,2024.09.29,LOT20237181,20271025,18/05/2023,23112,43.08,정상,냉장,SUP-020,17.85,46.06,111.62,44.48,411.07,1390.48,512.71,313.36,626.98,435.75,1085.95,720.34,462.89,4358.32,19.14,20.14,152.84,73.32,402.25,382.92,N,True,N,False,no,1,1,O,no,N
SKU00000051,WH-04,대구센터,D-38-1,308,8,245,50,30,200,2023-07-16,07-28-2024,LOT20235178,20260723,20230911,28784,78.6,정상,냉장,SUP-020,110.92,336.58,13.83,642.18,389.18,1176.77,99.32,421.62,157.73,166.65,361.28,528.13,318.65,1582.04,38.49,15.52,179.28,117.77,341.01,374.12,N,True,N,True,no,1,1,O,yes,Y
SKU00000052,WH-02,인천센터,E-30-1,63,34,425,10,30,1000,17/08/2025,02-15-2023,LOT20248855,10-28-2025,03-14-2025,9236,16.69,반품입고,상온,SUP-039,398.26,178.95,71.34,1383.53,162.09,1031.62,257.82,774.67,283.48,37.81,463.15,257.53,2518.63,2168.56,157.14,63.85,229.37,149.98,102.92,132.56,N,True,Y,True,no,0,0,O,no,Y
SKU00000053,WH-04,대구센터,A-19-1,490,6,402,50,150,800,2023.11.10,20240102,LOT20233067,28/05/2027,10/02/2023,34216,75.14,폐기예정,냉동,SUP-005,348.62,889.44,14.53,341.31,80.53,5.71,15.31,156.74,459.63,8.71,347.8,677.7,1426.99,423.7,29.07,44.79,931.57,259.14,1166.61,287.66,Y,True,Y,False,no,1,0,O,no,N
SKU00000054,WH-01,김포센터,F-03-1,138,13,42,100,30,200,2023.06.21,24/10/2023,LOT20231267,06-06-2026,20230510,39675,11.03,폐기예정,냉동,SUP-018,158.37,78.66,64.92,114.22,336.14,913.11,1199.85,674.04,977.03,44.92,703.46,282.19,32.3,248.06,205.2,84.46,2654.48,3034.99,684.0,108.36,N,True,Y,True,no,0,0,O,yes,Y
SKU00000055,WH-01,김포센터,E-41-2,241,17,95,50,100,1000,21/06/2023,05-10-2024,LOT20245151,24/02/2026,08-20-2023,36495,91.94,정상,냉장,SUP-045,511.29,186.15,26.5,149.05,201.1,1069.97,291.68,7.53,993.39,7.76,852.1,144.73,316.8,2220.47,26.56,174.29,224.92,3.16,99.47,217.32,N,True,Y,True,no,1,1,X,yes,N
SKU00000055,WH-03,부산센터,B-23-1,106,26,166,20,80,1000,11/06/2024,2025-03-16,LOT20242834,09-19-2025,2023.11.22,48528,66.72,이상재고,상온,SUP-045,326.16,143.21,57.26,1030.49,200.47,111.49,29.61,563.37,1785.15,4.77,98.09,100.44,2094.46,1439.65,4.84,438.24,22.02,847.11,43.35,364.58,N,True,N,True,yes,1,1,X,yes,N
SKU00000055,WH-02,인천센터,D-13-4,230,12,28,20,80,300,26/10/2025,11/11/2024,LOT20239369,20260613,04/01/2023,19686,25.13,정상,냉장,SUP-045,354.11,181.11,31.58,747.28,304.43,1096.73,103.09,267.1,380.46,338.12,1907.6,632.37,1009.77,675.62,55.78,264.72,568.96,371.11,200.65,53.06,N,False,N,True,no,0,0,X,yes,Y
SKU00000056,WH-01,김포센터,B-48-5,463,15,138,20,30,800,2024.05.08,2024-03-12,LOT20234571,2026.01.29,2024.02.11,18510,43.15,정상,상온,SUP-049,237.69,1650.6,49.59,132.82,28.09,1137.1,192.05,462.15,297.98,142.0,42.61,875.3,323.98,100.1,17.87,247.46,60.9,244.02,236.43,251.24,N,True,Y,True,no,0,0,O,yes,N
SKU00000057,WH-02,인천센터,A-13-3,338,23,30,100,100,500,2024.07.25,20230331,LOT20233538,20250517,31/10/2024,24143,46.75,반품입고,냉장,SUP-041,286.23,282.85,12.83,302.51,229.09,904.61,161.26,1374.0,726.96,75.11,579.99,490.27,62.84,580.19,27.9,33.09,285.81,3.88,208.85,444.6,Y,False,Y,False,no,1,1,O,no,Y
SKU00000057,WH-03,부산센터,D-40-2,378,34,39,100,30,1000,06-14-2023,2024-03-21,LOT20250004,20271124,2024.09.15,1805,72.4,정상,냉동,SUP-041,80.72,375.2,144.97,849.88,105.43,1575.68,53.29,2962.51,0.96,172.24,941.62,111.58,159.71,1287.72,49.58,277.29,48.68,36.46,242.14,20.07,N,True,N,True,no,0,0,X,yes,N
SKU00000057,WH-04,대구센터,E-41-2,162,5,357,100,50,200,20240605,01-22-2023,LOT20245887,01-19-2026,2025.04.29,2742,24.36,이상재고,냉동,SUP-041,31.79,646.68,56.92,229.34,42.25,664.7,298.28,1312.5,1869.58,183.07,597.85,1630.64,1357.09,395.08,4.91,42.55,3733.17,907.64,174.14,272.11,N,False,N,True,yes,1,1,X,no,Y
SKU00000058,WH-03,부산센터,B-42-5,272,5,86,100,50,300,19/10/2024,02/03/2024,LOT20237211,20251103,20231111,39237,23.17,폐기예정,냉동,SUP-013,402.44,933.78,9.89,1321.95,825.3,346.42,50.55,314.64,707.35,253.22,111.95,506.9,910.84,1.74,166.17,12.86,1558.28,459.98,174.05,37.04,N,True,N,True,yes,0,1,O,yes,Y
SKU00000059,WH-02,인천센터,B-18-4,211,31,69,10,80,500,08-14-2024,20250823,LOT20236273,20270701,2023.01.29,21973,77.1,정상,상온,SUP-015,111.91,621.0,16.57,2872.82,57.85,229.18,76.48,670.79,1279.11,458.58,140.34,253.28,2138.32,1386.49,15.15,88.76,1868.89,524.29,85.88,321.4,N,True,N,False,no,1,0,O,no,Y
SKU00000059,WH-01,김포센터,F-20-4,229,44,207,100,20,800,2024.06.27,04/04/2023,LOT20230798,20271006,06/03/2023,28388,94.11,정상,냉장,SUP-015,172.8,809.26,6.11,186.68,67.75,101.7,98.09,658.87,683.35,23.6,14.14,655.98,1142.79,1863.84,49.89,76.08,377.92,870.9,405.32,503.23,Y,True,Y,False,yes,1,1,X,no,Y
SKU00000059,WH-05,광주센터,B-10-2,135,7,421,10,30,200,2025-08-13,2023.09.24,LOT20233777,2025.12.31,04/01/2025,6289,39.47,폐기예정,냉동,SUP-015,44.74,293.94,135.22,348.52,605.48,1024.09,409.53,545.67,673.85,331.75,43.52,1793.74,10.2,740.0,140.4,148.59,44.2,100.7,209.47,153.79,N,True,Y,True,yes,0,1,O,no,N
SKU00000060,WH-02,인천센터,F-22-2,38,37,399,100,80,500,01-21-2023,10/09/2023,LOT20236598,02-24-2027,2024-06-17,47814,12.79,정상,상온,SUP-008,188.17,575.38,214.33,121.58,187.7,740.37,100.38,225.39,45.15,278.54,1472.08,121.22,507.95,270.68,56.07,39.46,564.32,252.82,142.92,73.62,Y,True,N,True,no,0,0,O,no,Y
SKU00000061,WH-04,대구센터,D-10-5,290,20,68,10,80,500,04/11/2024,20241225,LOT20247551,2025.04.13,2024-10-25,47714,20.57,정상,상온,SUP-012,134.08,215.07,51.83,437.67,70.24,2002.7,300.11,119.25,245.46,442.25,316.06,273.17,289.37,1582.92,93.48,75.68,3861.97,116.13,46.87,2.37,Y,False,N,False,no,1,0,O,no,Y
SKU00000062,WH-03,부산센터,F-15-5,157,10,193,50,150,200,2023-11-09,2025-12-30,LOT20230867,05/01/2027,09-20-2023,10618,11.45,이상재고,상온,SUP-041,586.93,23.12,183.38,1348.59,571.95,197.24,634.82,154.89,53.8,53.64,127.54,805.45,1593.51,274.96,7.24,372.9,670.03,2202.58,79.26,56.24,Y,False,Y,True,yes,1,0,O,yes,Y
SKU00000062,WH-01,김포센터,C-24-3,78,18,199,50,30,300,26/05/2023,2023.12.17,LOT20242561,20271227,2023.03.15,42522,75.16,정상,상온,SUP-041,26.49,573.49,1.5,537.17,2.52,553.06,357.35,977.44,46.25,223.26,742.91,335.2,341.4,116.25,66.14,220.34,111.72,1247.82,510.51,175.71,Y,True,Y,False,no,0,1,X,no,N
SKU00000063,WH-01,김포센터,F-37-1,386,4,341,100,50,800,20250214,2023-11-27,LOT20236193,03/12/2026,20231021,41306,98.08,반품입고,상온,SUP-055,111.61,490.63,29.23,33.11,559.93,1248.44,345.14,2180.34,1462.6,322.58,923.72,116.1,52.7,1946.39,50.64,66.68,2.05,480.55,57.29,326.48,Y,False,Y,False,yes,0,1,X,no,N
SKU00000063,WH-02,인천센터,A-38-2,341,11,332,100,100,200,02-03-2025,04-17-2025,LOT20231237,2027.12.28,07/09/2023,35468,13.91,반품입고,상온,SUP-055,110.32,394.0,16.05,267.77,67.93,81.58,97.33,247.76,106.43,155.13,1106.38,86.37,447.83,420.15,34.36,72.4,1001.32,63.94,38.13,46.06,Y,True,Y,False,yes,0,1,O,yes,Y
SKU00000064,WH-05,광주센터,F-49-2,211,36,224,20,20,200,20240901,10/02/2025,LOT20240620,2026-07-11,01/05/2025,43275,53.35,정상,상온,SUP-044,175.91,577.64,32.44,1092.71,165.86,509.05,11.59,1667.45,50.18,177.52,1288.9,18.85,909.93,1063.64,94.71,58.52,1293.59,934.4,35.02,337.87,N,False,N,False,yes,1,0,X,no,Y
SKU00000064,WH-02,인천센터,D-17-4,290,44,131,100,50,500,2025-09-04,20240515,LOT20250641,2027-12-19,20230815,38115,72.73,정상,상온,SUP-044,299.36,1810.76,217.79,179.77,121.62,927.49,100.58,1944.34,2717.33,489.06,231.01,553.73,2072.18,175.57,11.36,151.75,480.95,514.14,164.02,207.31,N,False,Y,False,no,1,0,O,no,Y
SKU00000064,WH-01,김포센터,C-18-2,433,18,11,10,30,500,2023-05-24,2023-03-30,LOT20242030,2027-07-26,2024.01.26,6717,56.91,정상,냉장,SUP-044,125.3,145.18,66.26,556.0,468.08,485.76,313.01,574.78,62.56,5.59,716.33,244.55,790.15,81.65,85.29,563.23,1027.81,1052.85,24.18,6.13,Y,True,N,True,no,0,0,X,no,Y
SKU00000065,WH-01,김포센터,D-29-1,331,22,86,30,50,200,14/12/2024,2023-11-28,LOT20240357,2025-01-27,01-11-2024,43600,67.96,정상,상온,SUP-029,497.09,1597.72,68.63,113.9,528.97,225.0,122.92,458.89,391.49,55.02,595.76,170.69,211.4,705.67,105.82,73.63,422.87,2091.26,390.16,52.14,N,False,Y,False,no,1,0,O,no,Y
SKU00000065,WH-02,인천센터,F-01-2,322,41,85,50,100,1000,2025.09.11,2023.07.14,LOT20236952,10/12/2026,20241016,12691,96.36,폐기예정,상온,SUP-029,494.61,435.9,12.57,91.53,484.71,1654.0,32.1,906.0,608.77,60.99,903.43,3794.8,1243.24,1573.81,87.76,49.26,94.06,325.1,184.18,127.5,Y,True,Y,True,no,0,1,O,yes,N
SKU00000066,WH-02,인천센터,D-08-1,252,21,58,20,80,800,2025-09-02,2024-06-24,LOT20248090,26/01/2027,2023-12-25,28862,65.56,이상재고,상온,SUP-021,166.69,933.11,94.92,493.69,368.91,2616.21,174.26,556.67,2231.71,1111.48,689.83,514.19,280.54,8.3,17.63,395.68,3275.57,623.8,193.8,350.31,N,True,Y,False,no,1,0,O,no,Y
SKU00000066,WH-05,광주센터,F-29-3,203,46,103,20,100,500,20251126,2023-08-14,LOT20248838,2026.04.25,20241217,36245,49.83,정상,냉동,SUP-021,376.41,605.24,52.15,151.42,506.88,131.97,68.93,452.38,900.85,462.18,1489.68,409.05,1390.79,92.54,74.79,43.02,22.44,567.21,187.5,85.93,N,True,Y,True,yes,1,0,O,yes,N
SKU00000067,WH-04,대구센터,A-34-3,413,35,393,100,30,500,2023.06.21,16/08/2023,LOT20240541,2027-05-06,04-15-2025,32917,48.48,정상,냉장,SUP-035,89.21,217.57,57.55,36.02,175.9,822.58,333.34,278.83,6.28,185.48,675.62,446.66,735.02,479.43,53.38,201.46,1036.1,403.45,564.15,346.17,N,False,Y,True,yes,1,0,O,no,N
SKU00000067,WH-01,김포센터,C-48-3,84,11,121,20,30,200,20251028,2025-04-12,LOT20234372,20271026,2024-02-26,40992,68.57,정상,상온,SUP-035,401.83,1486.85,59.6,1366.65,60.53,103.0,137.02,541.44,2672.55,262.31,259.26,522.78,307.66,934.29,58.79,144.51,912.57,15.43,884.16,90.78,N,True,N,False,no,0,0,O,yes,Y
SKU00000067,WH-03,부산센터,F-09-5,5,33,235,100,30,300,01-30-2025,20231008,LOT20245720,20250414,02-28-2025,27657,55.18,정상,상온,SUP-035,37.83,1633.27,21.84,284.57,704.78,1037.09,129.73,657.75,24.63,261.65,330.85,2416.8,646.57,1651.5,36.44,171.98,742.1,842.1,34.85,179.91,N,False,N,False,yes,0,0,X,no,Y
SKU00000068,WH-04,대구센터,B-45-4,323,2,259,30,50,1000,01-24-2024,2025-10-03,LOT20241060,05-15-2027,2023.01.21,28417,24.72,반품입고,냉동,SUP-035,408.46,794.82,17.95,58.43,36.59,455.44,225.55,1589.33,31.52,94.17,11.87,240.19,811.22,1110.47,60.84,260.33,2882.05,396.08,306.56,53.09,Y,True,Y,True,no,0,1,X,yes,N
SKU00000068,WH-02,인천센터,C-40-3,339,10,316,10,50,300,2025.12.17,02-19-2024,LOT20236984,08-06-2025,2024-03-14,1916,20.37,정상,상온,SUP-035,445.93,1718.62,33.25,444.01,54.83,948.98,6.36,103.35,285.12,198.66,1083.25,8.62,393.94,169.85,12.45,60.14,727.63,1027.82,239.58,237.11,N,True,Y,False,yes,0,1,X,yes,N
SKU00000068,WH-03,부산센터,C-06-1,318,27,207,30,150,1000,2024-08-02,20250329,LOT20246032,20260908,11-12-2024,42814,43.7,정상,냉동,SUP-035,216.32,709.2,48.66,464.65,255.19,23.56,718.38,1596.28,665.48,119.77,238.11,2019.91,2931.06,2627.75,136.06,11.93,525.37,4073.98,149.94,131.6,N,True,Y,True,yes,0,1,X,yes,Y
SKU00000069,WH-03,부산센터,E-09-1,155,1,150,50,80,300,13/08/2025,2023-09-19,LOT20242634,20250813,2024.01.28,35344,78.85,반품입고,상온,SUP-006,395.63,186.38,67.57,367.62,345.47,107.2,100.65,4.33,245.15,39.78,229.03,339.36,702.02,2.28,130.07,102.59,700.76,219.92,18.77,14.59,N,True,Y,False,no,1,1,O,no,N
SKU00000070,WH-04,대구센터,E-06-3,247,30,12,100,20,1000,2023-07-11,20241217,LOT20245079,2025-04-15,07/03/2023,25436,10.79,반품입고,냉장,SUP-022,148.31,634.07,0.3,718.66,32.85,1167.43,44.57,2817.87,1164.21,778.91,189.69,1789.77,1163.65,216.6,7.93,614.92,108.93,44.78,3.54,52.96,N,False,Y,True,no,1,0,O,yes,N
SKU00000071,WH-01,김포센터,B-14-3,151,19,86,100,100,800,28/09/2024,18/04/2023,LOT20237494,28/12/2025,2023-09-09,25966,60.54,반품입고,상온,SUP-035,116.0,207.95,32.57,307.59,278.8,3407.65,65.2,134.52,695.0,226.76,616.4,799.16,27.84,108.6,12.53,48.91,1295.09,102.23,62.54,121.35,Y,False,N,True,no,1,1,X,no,N
SKU00000071,WH-02,인천센터,A-39-1,264,9,260,100,80,800,2024-05-24,20250111,LOT20250912,07/06/2027,01-12-2025,34052,45.73,반품입고,냉동,SUP-035,36.03,1762.38,69.07,335.9,604.07,2709.23,40.6,477.68,943.84,333.51,609.91,1353.53,569.02,272.23,63.84,448.2,787.64,552.17,656.61,4.17,N,False,Y,True,yes,0,0,X,no,N
SKU00000072,WH-03,부산센터,E-37-1,471,40,12,50,80,800,2023.04.16,07/01/2024,LOT20243584,2025.09.25,2023-07-21,35391,80.0,정상,상온,SUP-027,138.81,1193.27,81.72,41.19,449.45,1349.91,111.6,559.36,277.03,385.29,450.13,111.49,1631.76,925.59,144.41,108.82,1014.75,162.89,158.36,166.76,Y,True,N,False,yes,0,0,X,no,N
SKU00000072,WH-05,광주센터,A-33-3,219,27,294,20,50,500,11-11-2025,2025.11.22,LOT20239129,04/02/2027,2024.09.29,48604,91.08,정상,냉장,SUP-027,242.46,180.67,48.06,263.11,155.2,566.15,19.7,1066.28,1053.52,845.58,155.56,121.1,1084.33,233.45,67.4,117.29,2555.17,34.71,42.82,243.95,N,True,Y,False,no,1,1,X,no,N
SKU00000072,WH-04,대구센터,D-30-1,248,48,264,10,150,200,18/10/2024,2023-09-18,LOT20250787,20250914,12-27-2024,17153,34.59,정상,상온,SUP-027,316.67,1030.01,179.35,63.41,375.02,18.74,304.96,447.5,1071.59,80.03,1040.48,240.04,467.28,169.21,97.86,237.5,2423.92,222.02,7.62,12.83,N,True,Y,False,no,1,0,X,no,Y
SKU00000073,WH-03,부산센터,D-40-4,455,16,203,20,150,200,2023.10.07,09-22-2025,LOT20234747,2027-06-27,20240727,32410,66.16,정상,냉장,SUP-057,27.82,171.69,109.94,712.75,371.31,471.11,37.48,216.51,1518.22,17.88,973.14,24.55,1778.35,887.24,83.76,3.38,1343.75,896.42,414.45,259.31,Y,False,Y,False,no,0,0,X,no,Y
SKU00000074,WH-03,부산센터,E-48-1,496,50,127,20,150,1000,2025-05-22,10-09-2024,LOT20230878,20261229,2023-05-23,45697,89.88,이상재고,상온,SUP-013,281.19,174.06,48.66,837.89,119.94,2932.4,254.82,585.73,15.88,306.28,4031.77,980.44,428.29,544.24,23.02,228.99,135.09,508.47,93.67,25.44,N,True,N,False,no,0,1,O,no,Y
SKU00000075,WH-04,대구센터,A-47-5,395,35,237,20,150,800,29/07/2025,2024.09.06,LOT20232840,2026.11.18,20250113,40089,70.45,정상,냉장,SUP-049,66.06,146.84,31.98,9.12,811.91,637.54,190.63,1283.04,126.16,614.3,452.86,672.05,43.85,148.53,7.05,734.02,1132.67,74.85,162.51,1650.22,N,True,Y,True,no,1,0,X,no,Y
SKU00000075,WH-02,인천센터,F-32-2,198,40,220,20,100,300,20231201,23/03/2025,LOT20237848,20260323,2025.03.07,7351,22.01,정상,냉장,SUP-049,7.65,2119.79,38.68,675.28,31.79,114.31,120.81,1021.27,218.0,374.79,335.25,1333.01,308.47,1744.09,15.54,174.45,11.78,4904.53,35.87,406.36,Y,True,N,True,yes,0,1,X,yes,N
SKU00000076,WH-03,부산센터,D-12-4,179,13,337,50,100,300,08-08-2025,20251004,LOT20233690,2026.03.27,2024-11-15,1326,90.66,반품입고,상온,SUP-044,55.23,571.25,5.55,267.88,517.74,1672.92,94.99,69.14,1627.9,271.6,930.17,179.51,431.75,158.82,37.73,540.91,865.78,370.13,327.04,42.3,Y,False,Y,True,no,1,1,O,yes,Y
SKU00000076,WH-04,대구센터,F-03-2,141,4,380,10,80,800,2025.01.22,10/08/2025,LOT20249271,2025-11-16,2023.11.03,33550,65.99,반품입고,상온,SUP-044,27.35,730.19,80.6,231.29,949.05,41.73,286.14,1238.29,18.35,45.19,416.89,313.7,195.28,1508.67,63.98,150.14,1109.2,1049.22,7.15,122.2,Y,False,Y,False,yes,0,0,O,yes,N
