supplier_id,supplier_name,business_reg_no,contact_person,contact_email,inbound_id,po_number,sku,brand_id,inbound_qty,unit_cost_krw,total_cost_krw,inbound_date,expected_date,warehouse_dest,quality_check,defect_rate_pct,lead_time_days,payment_terms,currency,origin_country,scm_metric_01,scm_metric_02,scm_metric_03,scm_metric_04,scm_metric_05,scm_metric_06,scm_metric_07,scm_metric_08,scm_metric_09,scm_metric_10,scm_metric_11,scm_metric_12,scm_metric_13,scm_metric_14,scm_metric_15,scm_flag_01,scm_flag_02,scm_flag_03,scm_flag_04,scm_flag_05,scm_flag_06,scm_flag_07,scm_flag_08
SUP-003,(주) 이니스프리코스메틱,107-34-67520,정담당자,contact_wkf2fvns@supplier.co.kr,INB-VZH240Q8,PO-20257637,SKU00001121,BR-063,2000,66029,45702359,2024.01.22,20240122,WH-01,합격,1.32,24,30일,JPY,미국,1277.97,415.12,898.59,21.14,100.4,189.04,44.05,900.29,56.07,90.06,24.86,829.9,858.23,63.83,59.56,yes,True,yes,0,Y,False,no,X
SUP-003,유한회사 디올코스메틱,872-36-52039,정담당자,contact_2gpmzurq@beauty.com,INB-S4UXQRNJ,PO-20251937,SKU00001215,BR-011,300,39139,1626432,2025.03.28,28/03/2025,WH-01,합격,0.27,19,90일,USD,한국,61.39,361.02,776.08,6.78,92.64,132.58,412.19,1377.37,213.53,1.07,780.64,459.75,384.62,21.25,119.68,no,False,yes,0,N,False,no,X
SUP-003,주식회사 나스코스메틱,149-15-78031,정담당자,contact_imjx0h17@supplier.co.kr,INB-ZINGXZRX,PO-20256697,SKU00001230,BR-054,1000,27294,34601068,05-04-2025,20250502,WH-05,검사중,3.88,32,60일,KRW,프랑스,889.29,568.03,336.11,21.19,60.74,161.92,12.81,325.21,287.97,255.32,889.99,943.11,324.25,45.2,475.95,yes,False,no,0,N,False,yes,X
SUP-003,유한회사 더페이스샵코스메틱,603-39-60662,이담당자,contact_vnmx4xcu@beauty.com,INB-YKQB1H7I,PO-20248014,SKU00000821,BR-022,2000,65953,32573568,2024.05.18,2024.05.13,WH-01,합격,2.67,38,60일,KRW,한국,458.76,4286.12,599.2,23.49,31.43,658.87,577.51,180.67,146.11,575.2,352.9,523.22,741.09,126.22,394.94,no,False,yes,1,Y,True,no,X
SUP-003,유한회사 네이처리퍼블릭코스메틱,814-27-42798,이담당자,contact_2hhsysvx@beauty.com,INB-KBWUCTNV,PO-20248190,SKU00000821,BR-022,300,43898,22047738,20251029,10-26-2025,WH-04,합격,2.71,37,위탁,EUR,중국,146.99,137.94,2697.16,13.09,119.56,188.12,116.94,82.26,451.06,1526.62,61.48,838.29,291.17,33.02,226.99,no,False,no,1,N,False,no,X
SUP-003,,790-59-87941,박담당자,contact_uo7f6mfh@beauty.com,INB-1JRZI0P5,PO-20246019,SKU00001215,BR-011,200,14743,17334209,07-18-2023,15/07/2023,WH-04,검사중,2.24,41,60일,KRW,한국,1079.28,742.47,1126.0,14.16,161.25,229.88,162.63,493.52,266.21,434.83,543.5,833.17,354.69,213.78,377.21,yes,False,yes,0,Y,False,no,O
SUP-003,유#회사 라네즈코스메틱,672-52-54202,박담당자,contact_s9i4t59s@cosme.kr,INB-IGDFCWHP,PO-20233510,SKU00001121,BR-063,50,29124,41849185,12-17-2025,20251215,WH-01,검사중,4.57,12,위탁,KRW,독일,1874.36,970.36,698.63,14.72,145.29,411.86,25.09,68.58,1256.8,584.83,673.1,79.22,136.02,80.2,1022.89,yes,False,no,0,Y,False,yes,X
SUP-003,주식회사 샤넬코스메틱,432-41-38746,최담당자,contact_ljvbuloc@supplier.co.kr,INB-ETN77E3Z,PO-20230794,SKU00000821,BR-022,2000,4836,22309547,11-22-2023,11-17-2023,WH-03,검사중,2.53,39,30일,JPY,한국,1064.69,2534.34,199.43,10.96,22.95,215.94,42.84,791.3,38.56,1285.41,82.99,2765.01,86.24,11.54,786.84,no,True,yes,0,Y,True,yes,O
SUP-003,(주) 아이오페코스_틱,506-60-41303,정담당자,contact_0ka7i7y9@cosme.kr,INB-0Y0ME60T,PO-20232945,SKU00001230,BR-054,300,14967,10576473,2024-12-28,12-30-2024,WH-02,합격,2.0,17,선불,KRW,중국,703.01,819.1,2024.91,22.09,125.21,538.21,425.78,82.45,1841.07,474.29,565.82,920.12,408.91,59.23,629.6,no,True,no,0,N,False,no,O
SUP-003,유한회사 라네즈코스메틱,783-90-81484,박담당자,contact_hlwvuyts@supplier.co.kr,INB-REES1TX0,PO-20255644,SKU00001121,BR-063,100,57022,6838615,12-12-2025,2025.12.16,WH-01,불합격,0.13,42,60일,KRW,한국,1003.01,1620.86,18.54,59.6,36.89,262.84,1291.77,337.94,241.49,645.46,262.97,633.59,626.37,135.73,63.36,yes,False,no,0,Y,False,yes,O
SUP-003,,245-81-47382,이담당자,contact_toyjz9v6@beauty.com,INB-RLY9L4U3,PO-20259295,SKU00001806,BR-065,100,42011,14757389,20240513,20240514,WH-03,부분합격,2.7,29,90일,KRW,프랑스,723.92,363.34,1423.22,24.73,0.25,471.29,1150.05,591.24,358.98,358.08,632.66,695.44,109.09,37.51,949.67,no,True,yes,1,Y,True,no,X
SUP-003,주식회사 스킨푸드코스메틱,595-86-78482,김담당자,contact_eziflqol@beauty.com,INB-CDVN9J9E,PO-20231110,SKU00001121,BR-063,1000,52319,13277245,20230801,2023-08-03,WH-03,합격,2.34,42,위탁,USD,일본,405.85,435.76,535.09,47.47,99.45,716.68,54.48,158.12,1828.4,85.22,557.94,322.0,1367.22,61.38,229.49,no,False,yes,1,N,True,no,X
SUP-003,유한회사 토리든코스메틱,997-90-64936,박담당자,contact_2ukiy1k0@cosme.kr,INB-UWVO512Y,PO-20253206,SKU00001230,BR-054,200,3341,11351534,05/01/2025,20250103,WH-01,합격,0.66,40,30일,USD,프랑스,114.61,3016.3,2944.14,7.95,36.9,15.89,516.52,941.29,689.39,618.79,272.37,2316.02,221.72,344.45,527.08,yes,True,no,0,Y,True,no,O
SUP-003,,928-99-24804,이담당자,contact_vbmazhg8@supplier.co.kr,INB-FUAPFF18,PO-20248760,SKU00000821,BR-022,1000,42050,45305758,2023-07-23,07-20-2023,WH-03,불합격,1.17,9,선불,KRW,중국,11.99,484.65,1339.73,83.71,99.97,126.75,79.01,2821.7,462.91,395.69,1226.7,288.23,299.73,5.57,81.32,no,False,no,1,N,False,no,O
SUP-003,주식회사 넘버즈코스메틱,957-80-61733,김담당자,contact_rgovmgds@cosme.kr,INB-HN6BY4VQ,PO-20235360,SKU00000821,BR-022,2000,72242,8545892,2024.10.22,2024.10.27,WH-02,합격,4.97,35,30일,JPY,독일,156.55,883.11,861.1,19.59,205.4,346.63,144.56,92.2,74.87,269.12,614.98,237.4,196.38,169.43,260.09,no,False,yes,0,Y,False,yes,O
SUP-003,(주) 미샤코스메틱,203-60-96964,박담당자,contact_a8dnvh4a@cosme.kr,INB-0GLOD3T0,PO-20236659,SKU00001215,BR-011,300,45306,30872292,11-14-2023,2023-11-09,WH-02,검사중,1.03,23,선불,USD,한국,90.05,222.15,715.52,10.31,169.19,115.88,338.32,485.84,416.88,447.21,360.41,899.63,412.79,170.51,1003.71,yes,False,no,0,N,True,yes,O
SUP-003,유한회사 아이오페코스메틱,678-24-23303,김담당자,contact_ntxzzru0@supplier.co.kr,INB-LLA3CTAH,PO-20255597,SKU00001806,BR-065,300,6403,31117628,2024.06.22,2024.06.24,WH-02,합격,0.87,10,30일,KRW,프랑스,18.83,1322.35,1876.81,12.81,0.49,23.26,70.56,473.07,1204.85,1019.4,322.31,220.91,437.8,55.39,317.05,yes,False,no,1,Y,False,no,O
SUP-003,유한회사 샤넬코스메틱,424-89-85149,정담당자,contact_ncf5o4xw@supplier.co.kr,INB-H6EL928K,PO-20251385,SKU00000821,BR-022,100,20531,33860390,20240123,01-19-2024,WH-05,부분합격,4.11,22,선불,KRW,한국,1087.48,198.17,379.33,30.24,18.8,155.67,119.91,2172.56,245.21,262.7,463.48,65.21,425.53,45.42,183.48,no,True,no,0,Y,True,no,X
SUP-003,주식회사 디올코스메틱,867-97-84423,정담당자,contact_n8qycalc@supplier.co.kr,INB-L0WZDTLY,PO-20237105,SKU00001806,BR-065,2000,64239,30097836,26/06/2024,06-29-2024,WH-01,검사중,0.85,43,60일,KRW,프랑스,2005.77,325.79,717.64,12.25,45.88,56.97,143.79,333.88,1938.39,30.43,752.05,1301.51,566.63,37.41,375.57,yes,False,yes,0,Y,False,no,O
SUP-003,(주) VDL코스메틱,268-74-72719,이담당자,contact_5ups5wtk@supplier.co.kr,INB-SIJBG2AU,PO-20249301,SKU00001121,BR-063,2000,18701,26721479,10/09/2025,2025-09-10,WH-04,부분합격,4.32,3,90일,USD,한국,2402.02,870.89,1449.3,4.51,111.53,316.94,45.18,821.75,398.64,133.07,112.12,1689.05,458.85,325.22,440.51,no,True,no,1,N,False,yes,O
SUP-003,주식회사 닥_자르트코스메틱,865-95-91913,정담당자,contact_l2mmb3fz@supplier.co.kr,INB-ESHQH79L,PO-20238740,SKU00001230,BR-054,300,22907,9934722,2025.02.07,20250204,WH-02,합격,0.61,26,위탁,KRW,프랑스,3686.38,921.55,89.39,38.82,30.75,14.31,575.18,318.69,1161.64,194.37,168.8,435.75,11.89,40.92,244.8,yes,True,yes,0,N,False,yes,O
SUP-003,주식회사 닥터자르트코스메틱,687-77-72224,박담당자,contact_l4r8mi18@supplier.co.kr,INB-RGDI43NT,PO-20253739,SKU00001121,BR-063,200,15970,33400184,20240129,20240131,WH-03,부분합격,1.37,3,30일,EUR,한국,239.49,461.75,205.36,63.87,21.98,339.97,106.58,171.16,675.95,272.73,657.44,1933.04,434.24,149.54,1172.51,yes,False,yes,0,Y,False,no,O
SUP-003,유한회사 샤넬코스메틱,289-20-10540,박담당자,contact_gwaq05a2@beauty.com,INB-AGFE34ZA,PO-20232702,SKU00001230,BR-054,300,39589,4757811,2025.10.25,2025.10.26,WH-04,합격,3.03,7,선불,EUR,미국,1622.65,698.82,2047.21,1.09,42.02,689.0,461.25,1903.6,68.41,550.56,111.08,1639.77,228.81,56.3,173.92,yes,False,yes,1,Y,True,yes,O
SUP-003,유한회사 디올코스메틱,924-59-85200,이담당자,contact_lvyi7i4j@supplier.co.kr,INB-BMBM1DQX,PO-20242729,SKU00001121,BR-063,500,71584,10269039,2025.07.23,20250720,WH-01,부분합격,2.9,34,90일,EUR,미국,1437.81,85.38,346.18,1.49,109.55,7.7,33.55,205.52,1264.41,644.52,339.11,523.01,142.44,32.34,1528.98,no,False,yes,0,N,False,yes,X
SUP-003,(주) 아이오페코스메틱,412-42-58526,김담당자,contact_ypox4n0z@beauty.com,INB-PGPK3LVP,PO-20235329,SKU00001215,BR-011,2000,35299,14336676,20250126,20250129,WH-03,불합격,3.6,32,60일,KRW,중국,89.85,2703.47,278.54,12.56,58.27,180.59,1.15,2902.37,117.49,305.71,296.96,768.04,20.73,127.29,227.86,no,True,no,0,N,True,yes,X
SUP-003,(주) 나스코스메틱,942-13-53309,김담당자,contact_bop5yxzp@beauty.com,INB-TWQ619JW,PO-20233635,SKU00001215,BR-011,1000,29242,1939414,20231104,2023-11-06,WH-05,불합격,0.74,43,선불,KRW,미국,149.94,339.03,170.62,30.55,52.31,160.51,147.22,1386.94,172.57,521.53,272.32,466.29,86.71,36.4,8.44,no,False,no,0,Y,True,yes,X
SUP-003,유한회사 페리페라코스메틱,744-35-66312,김담당자,contact_ywus8bhn@cosme.kr,INB-Y57WAC9S,PO-20241734,SKU00000821,BR-022,1000,47991,30917753,2024.08.13,08-09-2024,WH-03,합격,0.35,24,선불,KRW,중국,136.14,344.04,4423.97,65.56,16.86,97.56,460.05,388.53,604.92,672.04,1787.51,789.78,43.17,13.84,253.73,no,True,no,0,Y,False,yes,X
SUP-003,(주) 토니모리코스메틱,190-90-65272,최담당자,contact_1ty8hpg4@supplier.co.kr,INB-BVA42XUD,PO-20240149,SKU00000821,BR-022,100,13928,8188030,10-06-2024,2024-10-03,WH-03,합격,0.88,31,90일,JPY,독일,1318.08,374.64,690.05,44.93,182.02,150.15,238.92,508.56,832.98,346.21,46.35,72.56,63.08,45.3,393.3,yes,True,yes,1,Y,False,no,X
SUP-003,주식회사 아이오페코스메틱,560-98-15467,정담당자,contact_6vj55z3h@supplier.co.kr,INB-XZY4UUFL,PO-20247756,SKU00001230,BR-054,50,66367,1101802,20230427,04-28-2023,WH-02,부분합격,2.24,23,위탁,KRW,미국,745.75,139.08,855.76,22.78,27.05,110.79,318.99,128.51,1022.58,371.48,266.3,1071.6,286.12,8.87,807.67,yes,True,yes,1,N,True,no,X
SUP-003,주식회사 미샤코스메틱,999-73-25038,박담당자,contact_vcuufpp0@beauty.com,INB-TL9WVOPW,PO-20257385,SKU00001215,BR-011,100,35353,42198066,20230213,02-17-2023,WH-02,검사중,1.35,5,위탁,USD,한국,791.99,825.35,64.33,46.73,71.04,250.94,6.3,593.58,1333.76,377.26,120.7,252.76,447.34,36.93,57.9,yes,False,yes,0,N,False,yes,O
SUP-003,(주) 라운드랩코스메틱,444-94-47969,이담당자,contact_g74q4dtl@supplier.co.kr,INB-ATS5KGH2,PO-20232927,SKU00001215,BR-011,1000,6658,947367,07-23-2023,20230727,WH-02,부분합격,2.45,28,30일,KRW,미국,290.22,2185.35,637.67,1.11,13.06,182.23,166.03,1145.17,409.4,813.73,248.97,1026.92,184.23,32.41,159.69,no,True,no,0,Y,True,no,O
SUP-003,유한회사 구달코스메틱,443-25-59360,이담당자,contact_gomxkzid@cosme.kr,INB-WGUYKQMN,PO-20249339,SKU00001121,BR-063,200,71531,13474835,20230307,20230302,WH-05,부분합격,1.75,41,30일,KRW,독일,9.76,510.24,1558.12,18.97,110.77,136.74,536.05,1505.89,1142.22,138.14,155.07,1389.97,325.98,168.72,30.77,no,False,no,1,N,True,yes,X
SUP-003,유한회사 헤라코스메틱,819-56-39990,정담당자,contact_eqe9kbb3@cosme.kr,INB-O88XGNI2,PO-20232447,SKU00001215,BR-011,50,24131,37086427,2025-01-16,17/01/2025,WH-01,불합격,1.76,3,선불,USD,프랑스,708.75,2336.72,720.84,10.76,74.33,509.84,472.98,579.49,72.0,139.31,92.18,295.41,379.28,20.93,152.57,yes,True,no,1,Y,False,yes,O
SUP-004,주식회사 LG생건코스메틱,989-63-98466,정담당자,contact_9aq0cs9g@beauty.com,INB-9KYH6UDA,PO-20231273,SKU00000265,BR-005,50,4997,30928008,20240917,09-20-2024,WH-03,합격,2.42,21,30일,KRW,일본,1080.06,337.93,1810.3,6.93,85.9,114.95,97.13,175.77,1833.01,66.01,150.58,182.32,102.83,27.51,529.93,yes,True,yes,0,Y,True,no,O
SUP-004,유한회사 LG생건코스메틱,546-89-99595,정담당자,contact_6081yv0g@supplier.co.kr,INB-Z8EO1H2H,PO-20250727,SKU00000253,BR-005,100,61780,32003099,2025-12-03,02/12/2025,WH-03,불합격,1.48,17,30일,KRW,미국,238.73,344.55,4977.92,54.45,80.36,591.99,84.85,1741.92,7.46,958.15,600.94,1628.97,0.54,53.59,326.41,yes,True,no,1,N,True,yes,X
SUP-004,유한회사 투쿨포스쿨코스메틱,128-71-24426,정담당자,contact_1ahpgh9t@beauty.com,INB-ANJQTDTQ,PO-20231214,SKU00001471,BR-005,300,54119,17323373,06-18-2025,20/06/2025,WH-02,부분합격,1.98,7,선불,EUR,독일,112.61,141.04,510.03,15.1,49.85,317.34,264.6,272.08,564.71,295.77,263.66,61.47,121.62,7.03,152.94,no,True,yes,0,N,True,yes,O
SUP-004,유한회사 파파레시피코스메틱,703-71-67272,최담당자,contact_p17iuyw0@supplier.co.kr,INB-1JNLL0KH,PO-20232455,SKU00001821,BR-005,500,75876,2154981,2025.07.06,2025.07.03,WH-01,합격,0.5,7,30일,KRW,일본,1101.75,364.34,713.63,5.77,168.27,475.97,191.54,282.9,488.63,364.32,185.08,1017.18,1968.0,23.55,1148.03,no,True,no,0,Y,True,no,X
SUP-004,(주) 코스알엑스코스메틱,877-96-70369,박담당자,contact_k36medgp@beauty.com,INB-7ZCZ2ZFI,PO-20259852,SKU00000011,BR-005,2000,41318,8889575,2023.01.10,2023.01.07,WH-05,합격,3.4,4,선불,JPY,일본,57.85,96.54,2175.45,82.46,42.93,1.74,833.16,285.74,361.86,278.17,170.83,547.5,85.61,13.93,841.51,no,False,yes,1,Y,True,yes,X
SUP-004,(주) 에뛰드코스메틱,467-28-38166,박담당자,contact_6knc6hn4@supplier.co.kr,INB-FLKLBLKC,PO-20254829,SKU00000646,BR-005,500,11335,38152010,20230114,20230109,WH-04,합격,4.57,16,90일,KRW,프랑스,495.23,33.85,135.18,58.98,13.03,123.74,5.64,2097.86,1197.14,2283.61,245.49,1062.62,924.45,18.8,357.12,yes,False,no,0,N,False,yes,X
SUP-004,(주) 어반디케이코스메틱,873-45-87713,이담당자,contact_bwdqb7wb@supplier.co.kr,INB-8B2J96WN,PO-20249163,SKU00000011,BR-005,200,11342,7118326,20240718,2024-07-13,WH-03,부분합격,3.26,40,선불,USD,독일,2537.7,224.17,1614.41,0.73,34.18,70.34,662.15,311.78,713.22,1003.44,154.49,1283.67,146.01,36.07,1459.29,no,False,yes,1,N,True,no,O
SUP-004,(주) 샤넬코스메틱,161-83-55460,이담당자,contact_74eslm6x@supplier.co.kr,INB-B9L3DRFJ,PO-20236440,SKU00000988,BR-005,500,20061,42482082,20230818,2023.08.16,WH-04,합격,3.39,21,위탁,KRW,미국,25.05,469.99,607.36,7.48,83.87,638.15,638.35,907.15,350.11,255.67,89.47,1657.51,652.59,14.46,188.99,yes,False,no,0,N,False,no,O
SUP-004,주식회사 랑콤코스메틱,950-96-92740,정담당자,contact_w8rmvddp@beauty.com,INB-1T9KGMGC,PO-20235966,SKU00001821,BR-005,300,2043,22207486,2024.07.31,07-29-2024,WH-03,합격,0.74,16,30일,USD,프랑스,158.61,1307.09,50.34,21.29,109.29,27.57,275.93,1220.74,216.91,1060.27,96.63,225.87,127.28,60.21,1642.78,yes,False,no,0,Y,True,no,X
SUP-004,주식회사 아누아코스메틱,200-66-91672,최담당자,contact_j1lcrcns@supplier.co.kr,INB-2DTMQGXV,PO-20259999,SKU00000265,BR-005,50,50179,24109403,2023.08.27,2023.08.22,WH-02,검사중,4.78,45,90일,KRW,독일,903.09,278.38,208.52,7.64,73.62,80.51,451.42,621.88,716.74,423.36,260.02,2122.16,971.48,33.57,196.71,no,True,yes,0,Y,False,yes,O
SUP-004,유한회사 샤넬코스메틱,280-48-50523,박담당자,contact_vem8b7vu@supplier.co.kr,INB-R0WW8HX9,PO-20235946,SKU00001821,BR-005,100,36293,2097104,26/11/2024,2024.11.24,WH-04,합격,0.36,26,위탁,KRW,독일,798.08,158.47,1057.88,29.57,428.88,164.2,747.57,1994.13,309.05,233.65,7.94,2409.19,417.57,14.68,1886.55,no,True,no,1,N,True,no,O
SUP-004,유한회사 투쿨포스쿨코스메틱,647-98-37090,이담당자,contact_zm3tqdaf@beauty.com,INB-3LQW74JI,PO-20233464,SKU00000531,BR-005,2000,70486,36280989,2025.12.29,2026.01.01,WH-03,합격,3.64,22,60일,KRW,일본,596.49,1092.57,488.69,9.32,52.62,147.08,334.44,149.7,439.42,61.01,368.47,2619.65,1033.1,54.53,762.65,yes,False,yes,0,N,True,yes,X
SUP-004,주식회사 메디힐코스메틱,931-99-66332,정담당자,contact_8gqfb3bn@beauty.com,INB-AHD1IE3V,PO-20256407,SKU00000988,BR-005,300,74691,39137006,07-20-2023,24/07/2023,WH-01,합격,3.81,27,60일,USD,중국,741.42,574.06,2018.36,36.93,90.8,115.99,229.13,1438.58,95.98,458.38,61.14,113.29,1425.41,218.08,1249.25,yes,False,no,0,N,False,yes,X
SUP-004,유한회사 디올코스메틱,458-70-28452,김담당자,contact_dvuu0bgn@supplier.co.kr,INB-XTXN9KKA,PO-20241718,SKU00000531,BR-005,200,14256,10110777,2025.07.30,29/07/2025,WH-02,검사중,4.67,32,90일,EUR,한국,214.11,3947.87,1376.49,2.77,169.62,230.1,948.13,8.6,2464.34,1309.65,167.69,199.22,856.58,32.19,17.05,no,True,no,1,N,False,yes,O
SUP-004,(주) 무신사뷰티코스메틱,387-89-57102,김담당자,contact_z5gr2jxo@beauty.com,INB-KOUIS7IH,PO-20256507,SKU00000354,BR-005,500,28714,989373,20240828,2024.08.29,WH-02,합격,4.31,14,90일,KRW,중국,195.19,505.49,102.46,1.87,136.95,909.42,1733.23,397.9,459.27,568.95,217.28,124.9,570.97,61.48,91.91,yes,False,no,0,Y,False,yes,X
SUP-004,유한회사 홀리카홀리카코스메틱,163-89-75076,김담당자,contact_8nclnck4@supplier.co.kr,INB-1TUTALKK,PO-20232628,SKU00000988,BR-005,300,25351,17067762,20250915,2025-09-13,WH-02,검사중,1.07,11,위탁,KRW,한국,755.76,257.14,1583.66,22.76,74.32,109.66,702.59,5537.81,804.49,417.83,692.87,257.82,477.82,12.09,103.01,no,False,yes,0,N,True,no,X
SUP-004,유한회사 샤넬코스메틱,508-24-16715,김담당자,contact_vqwst4c5@cosme.kr,INB-UDX6UGH4,PO-20256804,SKU00001821,BR-005,1000,10766,9385819,05-06-2023,2023-05-08,WH-05,검사중,4.85,29,30일,EUR,프랑스,234.32,4019.09,874.53,21.41,3.49,207.58,424.2,559.5,296.6,130.22,417.01,302.92,42.65,18.39,17.08,yes,False,no,0,Y,False,yes,O
SUP-004,유한회사 라운드랩코스메틱,804-65-94264,박담당자,contact_a0agmre4@supplier.co.kr,INB-7SDGOQ7X,PO-20240892,SKU00000266,BR-005,1000,65669,22207759,2025-10-23,25/10/2025,WH-03,합격,0.96,36,30일,KRW,프랑스,509.57,368.57,1577.08,196.68,73.08,141.38,285.71,279.29,70.01,2740.74,43.52,296.49,221.2,47.05,142.79,yes,False,yes,0,Y,True,yes,X
SUP-004,(주) 클리오코스메틱,276-63-87062,정담당자,contact_h2yachy4@cosme.kr,INB-5N9U2MUJ,PO-20245044,SKU00000988,BR-005,100,59641,45893081,2025-09-09,20250914,WH-04,부분합격,2.17,19,90일,KRW,한국,1094.62,226.97,926.81,19.09,43.05,45.52,86.04,45.52,29.73,2148.49,56.73,334.56,181.47,54.17,404.67,no,False,yes,0,Y,True,no,X
SUP-004,(주) 아누아코스메틱,765-16-70100,최담당자,contact_auuwqsu6@beauty.com,INB-17IJU4XR,PO-20248244,SKU00000988,BR-005,100,31443,44010803,2023-02-16,02-19-2023,WH-05,부분합격,3.83,13,90일,KRW,미국,294.05,2549.17,561.02,9.17,46.46,273.2,152.99,557.32,227.87,55.88,91.5,281.76,233.07,238.28,1295.61,yes,False,no,1,Y,True,yes,X
SUP-004,(주) 라운드랩코스메틱,363-43-32241,박담당자,contact_dddzpian@beauty.com,INB-9949C631,PO-20235776,SKU00000531,BR-005,100,73143,26893547,2023-12-29,2024-01-01,WH-01,부분합격,3.32,20,선불,KRW,한국,301.06,176.05,3118.6,47.85,10.94,522.83,289.06,211.25,1089.36,461.64,107.52,398.17,182.76,56.74,115.66,no,True,yes,1,Y,True,no,O
SUP-004,주식회사 페리페라코스메틱,256-63-39650,최담당자,contact_9ksobx8z@supplier.co.kr,INB-E0D633Z8,PO-20243204,SKU00000265,BR-005,200,69699,33326498,01-01-2023,27/12/2022,WH-04,불합격,2.39,12,30일,EUR,중국,327.83,709.96,571.21,9.02,278.34,105.18,272.3,1269.78,1061.32,237.57,595.16,250.09,9.16,378.16,15.37,no,True,yes,1,Y,False,no,X
SUP-004,유한회사 맥코스메틱,460-25-51765,박담당자,contact_trtm00dl@beauty.com,INB-CCA0O2T6,PO-20250809,SKU00000701,BR-005,50,61960,2392669,03-10-2025,2025-03-05,WH-05,부분합격,2.2,41,선불,KRW,중국,191.37,634.68,90.65,19.01,26.7,728.94,741.19,106.34,156.67,382.26,537.88,1996.53,84.66,50.64,362.14,yes,False,no,1,Y,True,yes,X
SUP-004,(주) 클리오코스메틱,782-73-68461,정담당자,contact_gex4nyej@beauty.com,INB-5BIRZO33,PO-20241558,SKU00000011,BR-005,100,38407,48174709,2025.09.03,20250907,WH-05,합격,3.79,35,위탁,KRW,미국,607.48,2381.07,601.6,16.45,49.68,695.63,471.0,2530.21,2843.21,1559.8,318.75,182.93,242.49,49.79,702.02,yes,False,yes,0,N,True,no,X
SUP-004,주식회사 VDL코스메틱,518-28-14421,정담당자,contact_rrc16d2c@cosme.kr,INB-PUY8LF1B,PO-20246542,SKU00000531,BR-005,500,35136,14822793,01-14-2023,01-16-2023,WH-03,불합격,3.48,8,30일,KRW,일본,1257.05,284.19,398.3,30.47,35.27,549.96,22.51,759.33,15.38,157.8,351.22,1046.37,511.92,66.85,531.7,no,True,yes,0,N,True,no,X
SUP-004,주식회사 랑콤코스메틱,664-49-56777,이담당자,contact_w12162hr@beauty.com,INB-QSHEYH3C,PO-20241666,SKU00000266,BR-005,500,35692,49432254,20230905,2023.09.08,WH-03,합격,0.27,5,30일,EUR,독일,934.59,949.71,1230.25,9.41,6.34,594.62,209.75,632.75,85.47,1055.87,435.23,527.32,202.27,61.46,27.15,no,False,no,1,Y,True,yes,X
SUP-004,유한회사 구달코스메틱,873-76-85807,박담당자,contact_jkwrsypq@cosme.kr,INB-9EKZTEZ5,PO-20236083,SKU00001672,BR-005,200,13215,31314479,2023.06.26,01/07/2023,WH-05,합격,1.68,18,선불,JPY,프랑스,425.83,327.95,543.68,7.36,34.91,73.58,225.11,242.37,200.44,1384.21,252.0,452.83,133.41,149.45,81.67,no,False,yes,0,Y,True,yes,X
SUP-004,주식회사 올리브영PB코스메틱,305-64-22904,최담당자,contact_busl41fr@cosme.kr,INB-P2JX0WPA,PO-20253058,SKU00000646,BR-005,50,4362,14593221,08-12-2024,2024-08-08,WH-05,불합격,4.91,42,90일,USD,중국,1491.45,85.42,139.94,43.96,33.65,116.86,1.57,731.21,209.79,408.02,156.63,63.62,38.69,86.03,904.27,yes,True,no,1,N,False,no,O
SUP-004,(주) 세타필코스메틱,175-42-48572,최담당자,contact_1a08zzhe@supplier.co.kr,INB-6MVY5SEJ,PO-20234965,SKU00001471,BR-005,300,26490,47537811,2024.05.16,14/05/2024,WH-05,검사중,4.88,9,선불,USD,일본,246.26,1953.17,143.55,17.45,34.06,49.98,474.61,379.65,2864.77,198.33,524.71,188.28,122.25,442.52,93.05,yes,True,no,0,N,True,no,O
SUP-004,(주) 투쿨포스쿨코스메틱,983-76-39226,박담당자,contact_f1dcki7b@supplier.co.kr,INB-FWF7G459,PO-20233501,SKU00000354,BR-005,2000,43904,33929680,20240914,19/09/2024,WH-05,불합격,0.86,7,선불,KRW,한국,128.88,999.3,1311.87,12.63,62.94,26.48,173.98,512.87,2357.95,620.58,214.79,94.98,223.64,59.57,838.36,no,True,yes,1,N,False,no,X
SUP-004,주식회사 페리페라코스메틱,922-52-37345,이담당자,contact_jcteemt5@supplier.co.kr,INB-5QQ4POQU,PO-20257017,SKU00000354,BR-005,1000,60714,3207094,2024.06.12,11/06/2024,WH-03,합격,2.28,25,60일,JPY,미국,2178.99,95.49,161.25,3.2,8.27,478.52,905.64,1785.14,178.28,1089.57,243.71,1978.47,76.58,85.12,652.02,no,True,no,0,Y,False,no,O
