send_id,cmp_id,cust_no,send_time,email_subject,status
ES000250,CMP0022,CUST000052,2023-09-15 14:00:00,[프로모션] 특별 할인 안내 #250,DELIVERED
ES000251,CMP0030,CUST000117,2023-11-19 20:00:00,[프로모션] 특별 할인 안내 #251,DELIVERED
ES000252,CMP0002,CUST000161,2023-11-28 16:00:00,[프로모션] 특별 할인 안내 #252,DELIVERED
ES000253,CMP0029,CUST000055,2023-11-17 19:00:00,[프로모션] 특별 할인 안내 #253,BOUNCED
ES000254,CMP0019,CUST000164,2023-10-15 20:00:00,[프로모션] 특별 할인 안내 #254,DELIVERED
ES000255,CMP0023,CUST000145,2023-11-08 08:00:00,[프로모션] 특별 할인 안내 #255,DELIVERED
ES000256,CMP0022,CUST000119,2023-07-08 11:00:00,[프로모션] 특별 할인 안내 #256,DELIVERED
ES000257,CMP0019,CUST000112,2023-09-14 13:00:00,[프로모션] 특별 할인 안내 #257,DELIVERED
ES000258,CMP0007,CUST000163,2023-07-23 14:00:00,[프로모션] 특별 할인 안내 #258,DELIVERED
ES000259,CMP0019,CUST000166,2023-07-12 12:00:00,[프로모션] 특별 할인 안내 #259,DELIVERED
ES000260,CMP0017,CUST000104,2023-08-01 09:00:00,[프로모션] 특별 할인 안내 #260,DELIVERED
ES000261,CMP0002,CUST000063,2023-08-19 15:00:00,[프로모션] 특별 할인 안내 #261,DELIVERED
ES000262,CMP0023,CUST000109,2023-11-13 08:00:00,[프로모션] 특별 할인 안내 #262,DELIVERED
ES000263,CMP0019,CUST000035,2023-06-08 12:00:00,[프로모션] 특별 할인 안내 #263,DELIVERED
ES000264,CMP0019,CUST000169,2023-10-19 10:00:00,[프로모션] 특별 할인 안내 #264,DELIVERED
ES000265,CMP0002,CUST000185,2023-10-03 20:00:00,[프로모션] 특별 할인 안내 #265,DELIVERED
ES000266,CMP0007,CUST000081,2023-11-02 12:00:00,[프로모션] 특별 할인 안내 #266,DELIVERED
ES000267,CMP0023,CUST000094,2023-11-19 18:00:00,[프로모션] 특별 할인 안내 #267,DELIVERED
ES000268,CMP0023,CUST000186,2023-07-06 11:00:00,[프로모션] 특별 할인 안내 #268,DELIVERED
ES000269,CMP0030,CUST000031,2023-10-12 18:00:00,[프로모션] 특별 할인 안내 #269,DELIVERED
ES000270,CMP0030,CUST000065,2023-10-06 09:00:00,[프로모션] 특별 할인 안내 #270,DELIVERED
ES000271,CMP0007,CUST000198,2023-08-20 13:00:00,[프로모션] 특별 할인 안내 #271,DELIVERED
ES000272,CMP0023,CUST000192,2023-07-31 14:00:00,[프로모션] 특별 할인 안내 #272,DELIVERED
ES000273,CMP0007,CUST000045,2023-07-25 12:00:00,[프로모션] 특별 할인 안내 #273,DELIVERED
ES000274,CMP0019,CUST000151,2023-06-15 15:00:00,[프로모션] 특별 할인 안내 #274,DELIVERED
ES000275,CMP0007,CUST000082,2023-10-18 14:00:00,[프로모션] 특별 할인 안내 #275,DELIVERED
ES000276,CMP0017,CUST000072,2023-07-08 13:00:00,[프로모션] 특별 할인 안내 #276,DELIVERED
ES000277,CMP0022,CUST000079,2023-06-06 18:00:00,[프로모션] 특별 할인 안내 #277,BOUNCED
ES000278,CMP0002,CUST000190,2023-11-17 20:00:00,[프로모션] 특별 할인 안내 #278,BOUNCED
ES000279,CMP0017,CUST000065,2023-10-20 14:00:00,[프로모션] 특별 할인 안내 #279,DELIVERED
ES000280,CMP0022,CUST000176,2023-07-02 16:00:00,[프로모션] 특별 할인 안내 #280,DELIVERED
ES000281,CMP0029,CUST000100,2023-06-03 14:00:00,[프로모션] 특별 할인 안내 #281,BOUNCED
ES000282,CMP0019,CUST000078,2023-06-24 20:00:00,[프로모션] 특별 할인 안내 #282,DELIVERED
ES000283,CMP0017,CUST000042,2023-09-21 18:00:00,[프로모션] 특별 할인 안내 #283,DELIVERED
ES000284,CMP0023,CUST000009,2023-08-10 09:00:00,[프로모션] 특별 할인 안내 #284,DELIVERED
ES000285,CMP0029,CUST000121,2023-09-14 13:00:00,[프로모션] 특별 할인 안내 #285,DELIVERED
ES000286,CMP0007,CUST000042,2023-11-26 12:00:00,[프로모션] 특별 할인 안내 #286,DELIVERED
ES000287,CMP0022,CUST000108,2023-11-02 19:00:00,[프로모션] 특별 할인 안내 #287,DELIVERED
ES000288,CMP0022,CUST000117,2023-11-25 08:00:00,[프로모션] 특별 할인 안내 #288,DELIVERED
ES000289,CMP0008,CUST000162,2023-09-22 20:00:00,[프로모션] 특별 할인 안내 #289,DELIVERED
ES000290,CMP0002,CUST000103,2023-07-22 18:00:00,[프로모션] 특별 할인 안내 #290,DELIVERED
ES000291,CMP0007,CUST000029,2023-07-11 11:00:00,[프로모션] 특별 할인 안내 #291,DELIVERED
ES000292,CMP0008,CUST000153,2023-11-23 14:00:00,[프로모션] 특별 할인 안내 #292,DELIVERED
ES000293,CMP0022,CUST000116,2023-10-01 19:00:00,[프로모션] 특별 할인 안내 #293,DELIVERED
ES000294,CMP0008,CUST000176,2023-10-30 13:00:00,[프로모션] 특별 할인 안내 #294,DELIVERED
ES000295,CMP0017,CUST000022,2023-09-15 13:00:00,[프로모션] 특별 할인 안내 #295,DELIVERED
ES000296,CMP0023,CUST000147,2023-07-28 08:00:00,[프로모션] 특별 할인 안내 #296,BOUNCED
ES000297,CMP0030,CUST000166,2023-11-04 18:00:00,[프로모션] 특별 할인 안내 #297,DELIVERED
ES000298,CMP0007,CUST000119,2023-07-21 12:00:00,[프로모션] 특별 할인 안내 #298,DELIVERED
ES000299,CMP0008,CUST000013,2023-09-11 17:00:00,[프로모션] 특별 할인 안내 #299,DELIVERED
ES000300,CMP0019,CUST000039,2023-06-23 13:00:00,[프로모션] 특별 할인 안내 #300,DELIVERED
ES000301,CMP0007,CUST000004,2023-10-13 14:00:00,[프로모션] 특별 할인 안내 #301,DELIVERED
ES000302,CMP0029,CUST000173,2023-10-05 09:00:00,[프로모션] 특별 할인 안내 #302,DELIVERED
ES000303,CMP0017,CUST000049,2023-08-08 12:00:00,[프로모션] 특별 할인 안내 #303,DELIVERED
ES000304,CMP0023,CUST000034,2023-09-19 11:00:00,[프로모션] 특별 할인 안내 #304,DELIVERED
ES000305,CMP0019,CUST000187,2023-11-21 11:00:00,[프로모션] 특별 할인 안내 #305,DELIVERED
ES000306,CMP0023,CUST000038,2023-06-08 12:00:00,[프로모션] 특별 할인 안내 #306,FAILED
ES000307,CMP0017,CUST000159,2023-09-24 11:00:00,[프로모션] 특별 할인 안내 #307,DELIVERED
ES000308,CMP0029,CUST000022,2023-06-03 15:00:00,[프로모션] 특별 할인 안내 #308,DELIVERED
ES000309,CMP0022,CUST000178,2023-09-10 18:00:00,[프로모션] 특별 할인 안내 #309,DELIVERED
ES000310,CMP0023,CUST000182,2023-09-17 19:00:00,[프로모션] 특별 할인 안내 #310,DELIVERED
ES000311,CMP0007,CUST000025,2023-10-21 08:00:00,[프로모션] 특별 할인 안내 #311,DELIVERED
ES000312,CMP0017,CUST000121,2023-08-30 17:00:00,[프로모션] 특별 할인 안내 #312,BOUNCED
ES000313,CMP0002,CUST000002,2023-08-04 16:00:00,[프로모션] 특별 할인 안내 #313,DELIVERED
ES000314,CMP0019,CUST000102,2023-11-19 13:00:00,[프로모션] 특별 할인 안내 #314,DELIVERED
ES000315,CMP0030,CUST000011,2023-10-27 10:00:00,[프로모션] 특별 할인 안내 #315,DELIVERED
ES000316,CMP0030,CUST000127,2023-08-26 15:00:00,[프로모션] 특별 할인 안내 #316,DELIVERED
ES000317,CMP0022,CUST000182,2023-10-14 14:00:00,[프로모션] 특별 할인 안내 #317,DELIVERED
ES000318,CMP0007,CUST000081,2023-06-12 10:00:00,[프로모션] 특별 할인 안내 #318,DELIVERED
ES000319,CMP0019,CUST000192,2023-09-01 14:00:00,[프로모션] 특별 할인 안내 #319,DELIVERED
ES000320,CMP0019,CUST000157,2023-08-07 16:00:00,[프로모션] 특별 할인 안내 #320,DELIVERED
ES000321,CMP0008,CUST000081,2023-10-04 20:00:00,[프로모션] 특별 할인 안내 #321,BOUNCED
ES000322,CMP0030,CUST000169,2023-11-10 20:00:00,[프로모션] 특별 할인 안내 #322,DELIVERED
ES000323,CMP0017,CUST000039,2023-06-14 11:00:00,[프로모션] 특별 할인 안내 #323,DELIVERED
ES000324,CMP0029,CUST000067,2023-07-12 19:00:00,[프로모션] 특별 할인 안내 #324,DELIVERED
ES000325,CMP0007,CUST000127,2023-06-11 15:00:00,[프로모션] 특별 할인 안내 #325,DELIVERED
ES000326,CMP0030,CUST000125,2023-09-26 15:00:00,[프로모션] 특별 할인 안내 #326,DELIVERED
ES000327,CMP0008,CUST000032,2023-08-29 09:00:00,[프로모션] 특별 할인 안내 #327,DELIVERED
ES000328,CMP0019,CUST000047,2023-07-14 19:00:00,[프로모션] 특별 할인 안내 #328,DELIVERED
ES000329,CMP0019,CUST000145,2023-11-17 17:00:00,[프로모션] 특별 할인 안내 #329,DELIVERED
ES000330,CMP0002,CUST000135,2023-10-25 10:00:00,[프로모션] 특별 할인 안내 #330,DELIVERED
ES000331,CMP0007,CUST000064,2023-10-06 18:00:00,[프로모션] 특별 할인 안내 #331,DELIVERED
ES000332,CMP0022,CUST000007,2023-08-12 18:00:00,[프로모션] 특별 할인 안내 #332,FAILED
ES000333,CMP0007,CUST000101,2023-09-04 17:00:00,[프로모션] 특별 할인 안내 #333,BOUNCED
ES000334,CMP0007,CUST000083,2023-07-10 08:00:00,[프로모션] 특별 할인 안내 #334,DELIVERED
ES000335,CMP0029,CUST000117,2023-11-08 12:00:00,[프로모션] 특별 할인 안내 #335,DELIVERED
ES000336,CMP0002,CUST000085,2023-06-12 18:00:00,[프로모션] 특별 할인 안내 #336,DELIVERED
ES000337,CMP0029,CUST000084,2023-10-24 10:00:00,[프로모션] 특별 할인 안내 #337,DELIVERED
ES000338,CMP0002,CUST000165,2023-08-12 13:00:00,[프로모션] 특별 할인 안내 #338,DELIVERED
ES000339,CMP0007,CUST000141,2023-11-02 14:00:00,[프로모션] 특별 할인 안내 #339,DELIVERED
ES000340,CMP0019,CUST000046,2023-08-01 20:00:00,[프로모션] 특별 할인 안내 #340,DELIVERED
ES000341,CMP0007,CUST000006,2023-07-24 10:00:00,[프로모션] 특별 할인 안내 #341,DELIVERED
ES000342,CMP0023,CUST000073,2023-11-13 20:00:00,[프로모션] 특별 할인 안내 #342,BOUNCED
ES000343,CMP0008,CUST000031,2023-08-16 15:00:00,[프로모션] 특별 할인 안내 #343,DELIVERED
ES000344,CMP0019,CUST000176,2023-11-02 10:00:00,[프로모션] 특별 할인 안내 #344,DELIVERED
ES000345,CMP0007,CUST000095,2023-10-10 11:00:00,[프로모션] 특별 할인 안내 #345,DELIVERED
ES000346,CMP0023,CUST000122,2023-08-08 17:00:00,[프로모션] 특별 할인 안내 #346,DELIVERED
ES000347,CMP0007,CUST000194,2023-09-17 20:00:00,[프로모션] 특별 할인 안내 #347,DELIVERED
ES000348,CMP0008,CUST000112,2023-11-09 14:00:00,[프로모션] 특별 할인 안내 #348,DELIVERED
ES000349,CMP0030,CUST000088,2023-09-27 18:00:00,[프로모션] 특별 할인 안내 #349,DELIVERED
ES000350,CMP0008,CUST000127,2023-10-13 18:00:00,[프로모션] 특별 할인 안내 #350,DELIVERED
ES000351,CMP0007,CUST000075,2023-09-28 14:00:00,[프로모션] 특별 할인 안내 #351,DELIVERED
ES000352,CMP0029,CUST000077,2023-07-09 10:00:00,[프로모션] 특별 할인 안내 #352,DELIVERED
ES000353,CMP0019,CUST000064,2023-10-12 14:00:00,[프로모션] 특별 할인 안내 #353,DELIVERED
ES000354,CMP0002,CUST000142,2023-06-20 08:00:00,[프로모션] 특별 할인 안내 #354,DELIVERED
ES000355,CMP0030,CUST000109,2023-09-14 09:00:00,[프로모션] 특별 할인 안내 #355,DELIVERED
ES000356,CMP0019,CUST000091,2023-08-05 17:00:00,[프로모션] 특별 할인 안내 #356,DELIVERED
ES000357,CMP0030,CUST000005,2023-06-30 19:00:00,[프로모션] 특별 할인 안내 #357,DELIVERED
ES000358,CMP0008,CUST000047,2023-09-09 08:00:00,[프로모션] 특별 할인 안내 #358,DELIVERED
ES000359,CMP0019,CUST000081,2023-10-29 19:00:00,[프로모션] 특별 할인 안내 #359,DELIVERED
ES000360,CMP0029,CUST000160,2023-08-07 13:00:00,[프로모션] 특별 할인 안내 #360,BOUNCED
ES000361,CMP0008,CUST000055,2023-07-18 09:00:00,[프로모션] 특별 할인 안내 #361,DELIVERED
ES000362,CMP0019,CUST000173,2023-06-28 14:00:00,[프로모션] 특별 할인 안내 #362,DELIVERED
ES000363,CMP0002,CUST000102,2023-06-30 08:00:00,[프로모션] 특별 할인 안내 #363,DELIVERED
ES000364,CMP0029,CUST000118,2023-11-25 14:00:00,[프로모션] 특별 할인 안내 #364,DELIVERED
ES000365,CMP0029,CUST000078,2023-11-06 17:00:00,[프로모션] 특별 할인 안내 #365,DELIVERED
ES000366,CMP0023,CUST000078,2023-06-23 10:00:00,[프로모션] 특별 할인 안내 #366,DELIVERED
ES000367,CMP0017,CUST000029,2023-06-05 19:00:00,[프로모션] 특별 할인 안내 #367,FAILED
ES000368,CMP0002,CUST000054,2023-10-02 18:00:00,[프로모션] 특별 할인 안내 #368,DELIVERED
ES000369,CMP0017,CUST000112,2023-11-08 20:00:00,[프로모션] 특별 할인 안내 #369,DELIVERED
ES000370,CMP0007,CUST000078,2023-09-27 10:00:00,[프로모션] 특별 할인 안내 #370,DELIVERED
ES000371,CMP0002,CUST000030,2023-07-13 10:00:00,[프로모션] 특별 할인 안내 #371,DELIVERED
ES000372,CMP0029,CUST000125,2023-09-29 08:00:00,[프로모션] 특별 할인 안내 #372,DELIVERED
ES000373,CMP0017,CUST000052,2023-08-15 17:00:00,[프로모션] 특별 할인 안내 #373,DELIVERED
ES000374,CMP0023,CUST000014,2023-08-25 08:00:00,[프로모션] 특별 할인 안내 #374,DELIVERED
ES000375,CMP0023,CUST000107,2023-10-05 19:00:00,[프로모션] 특별 할인 안내 #375,DELIVERED
ES000376,CMP0030,CUST000075,2023-06-10 15:00:00,[프로모션] 특별 할인 안내 #376,DELIVERED
ES000377,CMP0030,CUST000152,2023-11-04 18:00:00,[프로모션] 특별 할인 안내 #377,DELIVERED
ES000378,CMP0029,CUST000060,2023-06-16 16:00:00,[프로모션] 특별 할인 안내 #378,DELIVERED
ES000379,CMP0022,CUST000142,2023-06-17 12:00:00,[프로모션] 특별 할인 안내 #379,DELIVERED
ES000380,CMP0023,CUST000122,2023-06-30 15:00:00,[프로모션] 특별 할인 안내 #380,DELIVERED
ES000381,CMP0022,CUST000115,2023-11-26 14:00:00,[프로모션] 특별 할인 안내 #381,DELIVERED
ES000382,CMP0019,CUST000186,2023-07-20 15:00:00,[프로모션] 특별 할인 안내 #382,DELIVERED
ES000383,CMP0017,CUST000130,2023-07-27 17:00:00,[프로모션] 특별 할인 안내 #383,DELIVERED
ES000384,CMP0022,CUST000155,2023-11-16 15:00:00,[프로모션] 특별 할인 안내 #384,DELIVERED
ES000385,CMP0019,CUST000186,2023-09-08 14:00:00,[프로모션] 특별 할인 안내 #385,DELIVERED
ES000386,CMP0022,CUST000121,2023-07-12 17:00:00,[프로모션] 특별 할인 안내 #386,DELIVERED
ES000387,CMP0007,CUST000171,2023-10-02 10:00:00,[프로모션] 특별 할인 안내 #387,DELIVERED
ES000388,CMP0008,CUST000156,2023-10-04 09:00:00,[프로모션] 특별 할인 안내 #388,DELIVERED
ES000389,CMP0029,CUST000078,2023-07-31 11:00:00,[프로모션] 특별 할인 안내 #389,DELIVERED
ES000390,CMP0002,CUST000092,2023-08-06 13:00:00,[프로모션] 특별 할인 안내 #390,DELIVERED
ES000391,CMP0008,CUST000129,2023-06-09 20:00:00,[프로모션] 특별 할인 안내 #391,DELIVERED
ES000392,CMP0023,CUST000030,2023-11-06 11:00:00,[프로모션] 특별 할인 안내 #392,DELIVERED
ES000393,CMP0017,CUST000125,2023-08-06 13:00:00,[프로모션] 특별 할인 안내 #393,DELIVERED
ES000394,CMP0002,CUST000198,2023-10-21 12:00:00,[프로모션] 특별 할인 안내 #394,DELIVERED
ES000395,CMP0030,CUST000155,2023-11-19 09:00:00,[프로모션] 특별 할인 안내 #395,DELIVERED
ES000396,CMP0029,CUST000118,2023-06-29 09:00:00,[프로모션] 특별 할인 안내 #396,DELIVERED
ES000397,CMP0007,CUST000144,2023-06-11 16:00:00,[프로모션] 특별 할인 안내 #397,DELIVERED
ES000398,CMP0007,CUST000053,2023-09-01 10:00:00,[프로모션] 특별 할인 안내 #398,DELIVERED
ES000399,CMP0029,CUST000196,2023-10-08 15:00:00,[프로모션] 특별 할인 안내 #399,DELIVERED
ES000400,CMP0007,CUST000040,2023-11-13 13:00:00,[프로모션] 특별 할인 안내 #400,DELIVERED
ES000401,CMP0008,CUST000032,2023-07-22 15:00:00,[프로모션] 특별 할인 안내 #401,BOUNCED
ES000402,CMP0002,CUST000063,2023-09-30 13:00:00,[프로모션] 특별 할인 안내 #402,DELIVERED
ES000403,CMP0008,CUST000022,2023-08-08 13:00:00,[프로모션] 특별 할인 안내 #403,DELIVERED
ES000404,CMP0023,CUST000093,2023-11-09 18:00:00,[프로모션] 특별 할인 안내 #404,DELIVERED
ES000405,CMP0030,CUST000108,2023-07-29 10:00:00,[프로모션] 특별 할인 안내 #405,DELIVERED
ES000406,CMP0023,CUST000105,2023-09-26 16:00:00,[프로모션] 특별 할인 안내 #406,DELIVERED
ES000407,CMP0022,CUST000008,2023-09-22 10:00:00,[프로모션] 특별 할인 안내 #407,DELIVERED
ES000408,CMP0030,CUST000018,2023-06-22 13:00:00,[프로모션] 특별 할인 안내 #408,DELIVERED
ES000409,CMP0008,CUST000112,2023-06-16 14:00:00,[프로모션] 특별 할인 안내 #409,DELIVERED
ES000410,CMP0008,CUST000148,2023-06-15 18:00:00,[프로모션] 특별 할인 안내 #410,FAILED
ES000411,CMP0030,CUST000076,2023-09-16 14:00:00,[프로모션] 특별 할인 안내 #411,DELIVERED
ES000412,CMP0030,CUST000078,2023-08-20 13:00:00,[프로모션] 특별 할인 안내 #412,DELIVERED
ES000413,CMP0019,CUST000136,2023-11-04 10:00:00,[프로모션] 특별 할인 안내 #413,DELIVERED
ES000414,CMP0029,CUST000165,2023-07-23 16:00:00,[프로모션] 특별 할인 안내 #414,DELIVERED
ES000415,CMP0029,CUST000179,2023-08-28 20:00:00,[프로모션] 특별 할인 안내 #415,DELIVERED
ES000416,CMP0023,CUST000199,2023-07-21 12:00:00,[프로모션] 특별 할인 안내 #416,DELIVERED
ES000417,CMP0030,CUST000086,2023-09-08 19:00:00,[프로모션] 특별 할인 안내 #417,DELIVERED
ES000418,CMP0008,CUST000134,2023-10-17 12:00:00,[프로모션] 특별 할인 안내 #418,DELIVERED
ES000419,CMP0030,CUST000142,2023-08-19 16:00:00,[프로모션] 특별 할인 안내 #419,DELIVERED
ES000420,CMP0008,CUST000006,2023-06-08 20:00:00,[프로모션] 특별 할인 안내 #420,DELIVERED
ES000421,CMP0019,CUST000062,2023-08-17 19:00:00,[프로모션] 특별 할인 안내 #421,DELIVERED
ES000422,CMP0030,CUST000029,2023-06-16 13:00:00,[프로모션] 특별 할인 안내 #422,DELIVERED
ES000423,CMP0030,CUST000091,2023-07-02 08:00:00,[프로모션] 특별 할인 안내 #423,DELIVERED
ES000424,CMP0007,CUST000115,2023-08-16 17:00:00,[프로모션] 특별 할인 안내 #424,DELIVERED
ES000425,CMP0029,CUST000087,2023-07-31 20:00:00,[프로모션] 특별 할인 안내 #425,DELIVERED
ES000426,CMP0030,CUST000153,2023-07-30 13:00:00,[프로모션] 특별 할인 안내 #426,DELIVERED
ES000427,CMP0008,CUST000183,2023-09-05 16:00:00,[프로모션] 특별 할인 안내 #427,DELIVERED
ES000428,CMP0007,CUST000084,2023-10-11 17:00:00,[프로모션] 특별 할인 안내 #428,DELIVERED
ES000429,CMP0022,CUST000117,2023-06-26 10:00:00,[프로모션] 특별 할인 안내 #429,DELIVERED
ES000430,CMP0023,CUST000021,2023-06-24 08:00:00,[프로모션] 특별 할인 안내 #430,DELIVERED
ES000431,CMP0008,CUST000122,2023-07-25 15:00:00,[프로모션] 특별 할인 안내 #431,DELIVERED
ES000432,CMP0030,CUST000104,2023-10-29 16:00:00,[프로모션] 특별 할인 안내 #432,DELIVERED
ES000433,CMP0023,CUST000068,2023-10-28 15:00:00,[프로모션] 특별 할인 안내 #433,DELIVERED
ES000434,CMP0029,CUST000177,2023-10-04 19:00:00,[프로모션] 특별 할인 안내 #434,FAILED
ES000435,CMP0008,CUST000037,2023-10-08 10:00:00,[프로모션] 특별 할인 안내 #435,DELIVERED
ES000436,CMP0029,CUST000034,2023-11-28 16:00:00,[프로모션] 특별 할인 안내 #436,DELIVERED
ES000437,CMP0007,CUST000178,2023-07-25 15:00:00,[프로모션] 특별 할인 안내 #437,DELIVERED
ES000438,CMP0008,CUST000144,2023-09-03 09:00:00,[프로모션] 특별 할인 안내 #438,DELIVERED
ES000439,CMP0023,CUST000029,2023-07-01 13:00:00,[프로모션] 특별 할인 안내 #439,DELIVERED
ES000440,CMP0002,CUST000134,2023-07-10 09:00:00,[프로모션] 특별 할인 안내 #440,DELIVERED
ES000441,CMP0022,CUST000078,2023-08-15 15:00:00,[프로모션] 특별 할인 안내 #441,DELIVERED
ES000442,CMP0008,CUST000037,2023-10-29 14:00:00,[프로모션] 특별 할인 안내 #442,DELIVERED
ES000443,CMP0019,CUST000073,2023-07-26 10:00:00,[프로모션] 특별 할인 안내 #443,DELIVERED
ES000444,CMP0029,CUST000001,2023-07-02 16:00:00,[프로모션] 특별 할인 안내 #444,DELIVERED
ES000445,CMP0002,CUST000107,2023-10-02 17:00:00,[프로모션] 특별 할인 안내 #445,DELIVERED
ES000446,CMP0029,CUST000087,2023-09-05 15:00:00,[프로모션] 특별 할인 안내 #446,DELIVERED
ES000447,CMP0008,CUST000196,2023-07-06 16:00:00,[프로모션] 특별 할인 안내 #447,DELIVERED
ES000448,CMP0029,CUST000171,2023-09-23 10:00:00,[프로모션] 특별 할인 안내 #448,DELIVERED
ES000449,CMP0022,CUST000023,2023-11-07 18:00:00,[프로모션] 특별 할인 안내 #449,DELIVERED
ES000450,CMP0023,CUST000060,2023-09-10 13:00:00,[프로모션] 특별 할인 안내 #450,DELIVERED
ES000451,CMP0029,CUST000189,2023-08-11 18:00:00,[프로모션] 특별 할인 안내 #451,DELIVERED
ES000452,CMP0008,CUST000182,2023-06-07 17:00:00,[프로모션] 특별 할인 안내 #452,DELIVERED
ES000453,CMP0019,CUST000144,2023-11-13 09:00:00,[프로모션] 특별 할인 안내 #453,DELIVERED
ES000454,CMP0007,CUST000050,2023-11-06 16:00:00,[프로모션] 특별 할인 안내 #454,DELIVERED
ES000455,CMP0002,CUST000146,2023-10-12 11:00:00,[프로모션] 특별 할인 안내 #455,DELIVERED
ES000456,CMP0030,CUST000005,2023-07-01 18:00:00,[프로모션] 특별 할인 안내 #456,BOUNCED
ES000457,CMP0008,CUST000005,2023-08-10 20:00:00,[프로모션] 특별 할인 안내 #457,DELIVERED
