session_id,user_id,start_time,duration_sec,page_views,utm_source,utm_medium,utm_campaign,device,converted
SESS00001278,CUST000085,2023-07-16 13:44:00,361,2,facebook,referral,,tablet,0
SESS00001279,CUST000130,2023-07-02 03:11:00,1153,6,direct,referral,,tablet,0
SESS00001280,,2023-07-02 14:14:00,1178,6,facebook,organic,,mobile,0
SESS00001281,CUST000111,2023-08-25 00:50:00,510,19,referral,social,,desktop,0
SESS00001282,,2023-11-13 01:20:00,676,16,referral,(none),,desktop,0
SESS00001283,CUST000118,2023-08-16 06:04:00,267,10,facebook,social,,mobile,0
SESS00001284,CUST000179,2023-06-20 02:44:00,686,16,naver,cpc,,mobile,0
SESS00001285,CUST000013,2023-11-06 08:32:00,80,7,direct,referral,,desktop,0
SESS00001286,CUST000107,2023-07-18 19:16:00,413,7,email,cpc,,desktop,0
SESS00001287,,2023-06-02 16:34:00,655,11,google,email,,desktop,0
SESS00001288,,2023-11-12 08:17:00,1652,4,google,(none),cmp_10,mobile,0
SESS00001289,,2023-10-30 15:16:00,1284,7,naver,social,,mobile,0
SESS00001290,,2023-06-28 16:51:00,155,17,email,(none),,tablet,0
SESS00001291,CUST000030,2023-07-25 04:48:00,1745,19,facebook,social,,desktop,0
SESS00001292,CUST000129,2023-11-10 02:06:00,192,11,referral,email,cmp_7,desktop,0
SESS00001293,CUST000165,2023-06-24 13:18:00,1733,6,direct,organic,cmp_11,desktop,0
SESS00001294,,2023-06-01 05:07:00,1710,8,naver,(none),cmp_13,tablet,0
SESS00001295,CUST000170,2023-08-03 18:18:00,18,16,google,email,cmp_10,mobile,0
SESS00001296,CUST000016,2023-11-07 10:53:00,540,16,referral,cpc,,mobile,0
SESS00001297,,2023-08-03 18:33:00,1757,3,google,email,,desktop,0
SESS00001298,CUST000035,2023-06-20 08:40:00,1571,3,referral,organic,cmp_6,mobile,0
SESS00001299,CUST000087,2023-09-11 02:24:00,1063,2,email,social,,tablet,0
SESS00001300,CUST000086,2023-08-09 03:12:00,457,7,direct,email,cmp_26,mobile,0
SESS00001301,CUST000153,2023-06-18 10:57:00,892,11,email,cpc,,tablet,0
SESS00001302,CUST000122,2023-10-19 05:36:00,131,11,facebook,(none),,tablet,0
SESS00001303,CUST000150,2023-06-30 20:43:00,220,10,facebook,referral,,tablet,0
SESS00001304,CUST000029,2023-08-12 00:48:00,182,7,email,social,,desktop,0
SESS00001305,CUST000149,2023-07-01 09:54:00,354,14,naver,organic,cmp_4,mobile,0
SESS00001306,CUST000116,2023-08-17 01:09:00,115,20,email,(none),cmp_10,desktop,0
SESS00001307,CUST000134,2023-09-09 12:23:00,1288,10,email,cpc,,mobile,0
SESS00001308,,2023-11-01 03:15:00,1365,13,direct,(none),cmp_20,mobile,0
SESS00001309,CUST000070,2023-11-25 20:36:00,263,11,facebook,organic,,tablet,0
SESS00001310,,2023-06-26 06:03:00,1069,11,facebook,organic,cmp_13,tablet,0
SESS00001311,,2023-07-31 09:11:00,1122,9,referral,cpc,,mobile,0
SESS00001312,,2023-08-04 12:11:00,814,16,google,(none),cmp_25,mobile,1
SESS00001313,CUST000064,2023-08-04 05:15:00,1109,14,direct,cpc,,desktop,0
SESS00001314,CUST000035,2023-11-06 23:12:00,1344,19,email,email,,desktop,0
SESS00001315,,2023-08-17 01:34:00,1445,16,direct,organic,cmp_15,tablet,0
SESS00001316,,2023-11-24 01:01:00,503,7,referral,cpc,,desktop,0
SESS00001317,CUST000173,2023-11-01 22:55:00,1019,5,naver,email,,mobile,0
SESS00001318,CUST000089,2023-08-14 02:27:00,1535,18,email,(none),cmp_6,desktop,0
SESS00001319,CUST000186,2023-07-30 18:35:00,663,6,facebook,referral,,tablet,0
SESS00001320,,2023-10-26 06:58:00,790,7,referral,(none),cmp_27,desktop,0
SESS00001321,CUST000006,2023-10-01 23:58:00,91,9,facebook,(none),,desktop,0
SESS00001322,CUST000167,2023-07-30 02:33:00,1267,20,naver,referral,cmp_27,mobile,0
SESS00001323,CUST000152,2023-07-18 21:05:00,1342,7,naver,organic,cmp_15,tablet,0
SESS00001324,CUST000121,2023-11-15 00:31:00,991,12,google,(none),,desktop,0
SESS00001325,CUST000157,2023-11-04 12:12:00,1612,12,direct,email,,tablet,0
SESS00001326,CUST000019,2023-07-31 17:59:00,33,11,email,social,cmp_25,desktop,0
SESS00001327,,2023-08-11 23:10:00,343,12,email,social,cmp_7,mobile,0
SESS00001328,,2023-11-04 02:22:00,612,4,email,email,cmp_23,desktop,0
SESS00001329,,2023-06-26 00:38:00,851,16,naver,social,cmp_8,desktop,0
SESS00001330,,2023-11-02 00:54:00,696,1,naver,cpc,,desktop,0
SESS00001331,,2023-07-07 07:16:00,285,14,referral,email,,desktop,0
SESS00001332,,2023-07-21 21:11:00,453,18,google,organic,,desktop,0
SESS00001333,,2023-10-13 19:41:00,1495,19,facebook,social,,desktop,0
SESS00001334,,2023-08-21 04:52:00,255,3,facebook,email,,tablet,0
SESS00001335,,2023-10-06 06:04:00,189,10,email,organic,cmp_4,mobile,0
SESS00001336,CUST000042,2023-08-01 01:52:00,894,11,email,social,,mobile,1
SESS00001337,,2023-10-15 03:32:00,1650,1,facebook,(none),,tablet,0
SESS00001338,,2023-11-21 01:58:00,101,5,google,referral,cmp_3,tablet,0
SESS00001339,CUST000115,2023-06-12 04:33:00,546,14,google,email,,desktop,0
SESS00001340,CUST000162,2023-07-20 05:48:00,141,10,email,referral,,mobile,0
SESS00001341,CUST000006,2023-08-11 06:41:00,647,16,naver,organic,,desktop,0
SESS00001342,CUST000106,2023-09-01 02:55:00,102,1,naver,email,cmp_1,tablet,0
SESS00001343,CUST000061,2023-08-26 11:21:00,1536,15,email,social,cmp_24,desktop,0
SESS00001344,,2023-11-23 21:08:00,1400,8,email,social,,tablet,0
SESS00001345,CUST000126,2023-09-05 02:45:00,1080,20,email,referral,,tablet,0
SESS00001346,,2023-09-25 15:27:00,985,15,naver,cpc,cmp_16,desktop,0
SESS00001347,CUST000055,2023-11-03 17:05:00,1101,19,facebook,referral,,tablet,0
SESS00001348,CUST000130,2023-09-30 07:02:00,573,12,google,referral,cmp_11,tablet,0
SESS00001349,,2023-06-22 20:47:00,1628,15,referral,organic,cmp_18,tablet,0
SESS00001350,CUST000149,2023-11-16 12:49:00,648,2,facebook,(none),,mobile,0
SESS00001351,CUST000082,2023-10-09 10:39:00,404,19,google,referral,,mobile,0
SESS00001352,,2023-06-09 11:57:00,581,10,email,organic,,tablet,0
SESS00001353,CUST000145,2023-08-20 08:01:00,850,8,email,social,,desktop,1
SESS00001354,,2023-09-28 20:04:00,1582,12,facebook,email,,desktop,0
SESS00001355,CUST000089,2023-08-31 21:41:00,723,11,facebook,(none),cmp_10,mobile,0
SESS00001356,,2023-10-11 22:37:00,1397,14,direct,email,,tablet,0
SESS00001357,CUST000151,2023-07-13 20:45:00,1504,5,google,cpc,,desktop,0
SESS00001358,CUST000003,2023-08-10 00:49:00,1558,20,naver,email,,mobile,0
SESS00001359,,2023-08-15 12:06:00,1419,15,naver,(none),,tablet,1
SESS00001360,,2023-06-25 00:44:00,646,18,direct,email,,tablet,0
SESS00001361,,2023-07-09 13:08:00,1586,10,naver,email,cmp_9,tablet,0
SESS00001362,CUST000030,2023-06-05 03:32:00,958,15,google,organic,cmp_11,desktop,0
SESS00001363,CUST000169,2023-08-15 07:50:00,1555,1,direct,organic,cmp_27,desktop,0
SESS00001364,,2023-10-23 19:55:00,998,9,email,(none),cmp_7,tablet,0
SESS00001365,CUST000059,2023-10-10 03:51:00,960,15,email,referral,,tablet,0
SESS00001366,CUST000067,2023-09-12 18:10:00,590,15,google,social,,mobile,0
SESS00001367,,2023-07-20 01:05:00,1057,14,naver,organic,cmp_3,desktop,0
SESS00001368,CUST000096,2023-06-25 16:50:00,265,6,direct,social,,desktop,0
SESS00001369,CUST000062,2023-09-26 08:12:00,1502,5,naver,email,,desktop,0
SESS00001370,,2023-11-24 10:13:00,788,5,naver,cpc,,tablet,0
SESS00001371,CUST000087,2023-08-06 03:40:00,146,4,email,cpc,,mobile,0
SESS00001372,CUST000064,2023-09-11 20:37:00,427,2,google,social,,mobile,0
SESS00001373,CUST000068,2023-07-12 20:55:00,878,15,referral,organic,,desktop,0
SESS00001374,CUST000172,2023-07-05 10:49:00,879,4,google,email,cmp_22,desktop,0
SESS00001375,CUST000184,2023-11-04 09:17:00,1514,5,direct,(none),cmp_9,desktop,0
SESS00001376,CUST000199,2023-08-21 17:09:00,832,17,facebook,(none),,desktop,0
SESS00001377,CUST000157,2023-10-27 21:19:00,74,6,facebook,organic,cmp_18,desktop,0
SESS00001378,,2023-10-09 01:44:00,432,11,referral,organic,,mobile,0
SESS00001379,,2023-10-05 10:02:00,1797,16,referral,(none),,tablet,0
SESS00001380,,2023-09-24 06:23:00,540,10,facebook,social,cmp_23,tablet,0
SESS00001381,CUST000065,2023-08-13 08:36:00,809,9,email,organic,cmp_14,desktop,0
SESS00001382,CUST000003,2023-09-07 18:34:00,1799,17,facebook,email,cmp_14,mobile,0
SESS00001383,CUST000094,2023-09-02 06:31:00,957,19,facebook,referral,cmp_21,desktop,0
SESS00001384,CUST000150,2023-06-26 04:07:00,55,9,google,email,cmp_12,desktop,0
SESS00001385,CUST000051,2023-11-02 13:02:00,199,14,google,referral,,tablet,0
SESS00001386,,2023-07-07 20:47:00,527,15,google,email,,desktop,0
SESS00001387,CUST000027,2023-11-28 15:18:00,422,4,referral,email,,mobile,0
SESS00001388,CUST000060,2023-11-22 22:49:00,1207,10,facebook,(none),,tablet,0
SESS00001389,CUST000069,2023-07-10 14:35:00,1183,12,facebook,(none),,desktop,0
SESS00001390,,2023-10-30 08:36:00,858,9,naver,social,,tablet,0
SESS00001391,,2023-08-30 14:46:00,1048,4,facebook,email,,tablet,0
SESS00001392,,2023-08-13 21:46:00,1777,5,direct,(none),cmp_8,mobile,0
SESS00001393,,2023-08-11 00:10:00,446,20,facebook,email,,mobile,0
SESS00001394,CUST000105,2023-08-09 22:01:00,1579,9,google,social,,desktop,0
SESS00001395,CUST000021,2023-07-12 17:24:00,483,17,google,cpc,,desktop,1
SESS00001396,CUST000034,2023-10-15 22:38:00,341,2,direct,(none),cmp_21,desktop,0
SESS00001397,CUST000135,2023-07-05 14:49:00,870,16,direct,social,cmp_20,mobile,0
SESS00001398,CUST000193,2023-07-29 20:56:00,945,7,referral,organic,,tablet,0
SESS00001399,CUST000198,2023-10-27 05:05:00,1699,12,google,cpc,cmp_13,mobile,0
SESS00001400,,2023-06-18 08:12:00,1296,9,referral,referral,cmp_29,tablet,0
SESS00001401,CUST000088,2023-07-26 15:04:00,749,12,direct,organic,cmp_1,desktop,0
SESS00001402,CUST000144,2023-07-20 02:35:00,938,8,google,(none),,desktop,0
SESS00001403,CUST000060,2023-09-28 14:54:00,1709,8,google,organic,,mobile,0
SESS00001404,CUST000022,2023-08-19 16:21:00,115,6,referral,(none),,desktop,0
SESS00001405,,2023-11-26 00:33:00,315,14,email,(none),cmp_20,mobile,0
SESS00001406,CUST000144,2023-11-15 20:30:00,184,6,google,referral,,desktop,0
SESS00001407,CUST000165,2023-11-27 10:36:00,856,2,facebook,organic,cmp_27,desktop,0
SESS00001408,,2023-11-07 16:46:00,961,12,google,email,cmp_26,tablet,1
SESS00001409,CUST000004,2023-10-20 16:34:00,126,14,google,referral,cmp_3,desktop,0
SESS00001410,CUST000188,2023-08-11 03:14:00,59,2,direct,referral,,desktop,0
SESS00001411,CUST000180,2023-10-03 10:21:00,1408,18,naver,cpc,,tablet,0
SESS00001412,CUST000012,2023-08-15 19:53:00,906,6,facebook,email,,desktop,0
SESS00001413,CUST000046,2023-10-07 13:21:00,223,18,google,social,,mobile,1
SESS00001414,,2023-07-28 20:35:00,563,11,google,(none),,desktop,0
SESS00001415,CUST000125,2023-09-07 08:42:00,406,10,email,organic,,desktop,0
SESS00001416,,2023-09-05 14:16:00,78,15,email,(none),,tablet,0
SESS00001417,CUST000179,2023-09-01 17:20:00,924,9,email,cpc,,mobile,0
SESS00001418,CUST000112,2023-09-26 20:09:00,888,10,google,referral,,mobile,0
SESS00001419,CUST000157,2023-08-21 06:29:00,978,2,google,organic,cmp_7,mobile,0
SESS00001420,CUST000174,2023-11-19 19:33:00,311,9,facebook,email,,desktop,0
SESS00001421,CUST000124,2023-11-08 18:12:00,806,12,google,referral,,desktop,0
SESS00001422,CUST000111,2023-11-26 18:08:00,1560,2,facebook,(none),,tablet,0
SESS00001423,,2023-08-27 15:07:00,298,12,direct,email,,mobile,0
SESS00001424,CUST000007,2023-10-20 10:29:00,1361,17,email,social,,mobile,0
SESS00001425,CUST000079,2023-07-17 10:49:00,805,13,google,cpc,,tablet,0
SESS00001426,,2023-08-25 15:51:00,1111,7,direct,(none),,tablet,0
SESS00001427,CUST000069,2023-06-19 07:52:00,1314,13,naver,(none),cmp_19,tablet,0
SESS00001428,,2023-10-16 08:39:00,1401,20,direct,(none),,mobile,0
SESS00001429,,2023-09-18 01:01:00,1031,9,direct,cpc,,mobile,0
SESS00001430,CUST000014,2023-08-11 23:37:00,172,16,naver,social,cmp_18,desktop,0
SESS00001431,,2023-09-06 07:32:00,1448,15,direct,organic,,desktop,0
SESS00001432,,2023-08-17 00:47:00,675,9,naver,referral,,mobile,0
SESS00001433,CUST000139,2023-10-06 09:04:00,571,6,direct,referral,cmp_8,tablet,0
SESS00001434,CUST000188,2023-11-02 16:32:00,972,6,direct,organic,,tablet,0
SESS00001435,CUST000042,2023-07-05 06:45:00,458,19,email,referral,,mobile,0
SESS00001436,CUST000007,2023-06-04 14:44:00,1693,4,facebook,organic,,mobile,0
SESS00001437,CUST000131,2023-08-06 11:26:00,938,16,google,social,,tablet,0
SESS00001438,,2023-09-27 20:44:00,787,13,google,social,cmp_18,tablet,0
SESS00001439,CUST000026,2023-09-11 21:52:00,1522,10,naver,email,,desktop,0
SESS00001440,,2023-09-24 12:59:00,772,16,referral,email,cmp_28,desktop,0
SESS00001441,CUST000144,2023-08-30 04:00:00,1034,11,referral,organic,,desktop,0
SESS00001442,CUST000048,2023-06-19 15:23:00,137,10,email,referral,,desktop,0
SESS00001443,CUST000129,2023-10-03 04:29:00,748,10,referral,social,cmp_1,desktop,0
SESS00001444,CUST000093,2023-11-25 01:26:00,1253,6,email,referral,,tablet,0
SESS00001445,CUST000176,2023-08-10 01:03:00,788,16,facebook,social,,desktop,0
SESS00001446,CUST000042,2023-06-23 08:15:00,123,7,google,referral,,tablet,0
SESS00001447,CUST000006,2023-06-21 03:58:00,239,17,naver,(none),cmp_12,desktop,0
SESS00001448,CUST000134,2023-10-06 10:23:00,283,10,naver,organic,,mobile,0
SESS00001449,CUST000106,2023-11-03 14:59:00,528,12,direct,(none),,mobile,0
SESS00001450,,2023-10-25 17:12:00,1341,17,direct,(none),,tablet,0
SESS00001451,CUST000102,2023-09-17 19:27:00,516,7,email,(none),,desktop,0
SESS00001452,,2023-09-20 21:16:00,149,15,referral,referral,,desktop,0
SESS00001453,CUST000012,2023-11-25 03:38:00,1268,19,google,(none),,desktop,0
SESS00001454,,2023-08-18 20:30:00,872,6,email,organic,cmp_29,tablet,0
SESS00001455,CUST000111,2023-10-13 11:53:00,249,16,email,email,cmp_16,tablet,0
SESS00001456,CUST000013,2023-06-24 00:08:00,1351,16,google,referral,,tablet,0
SESS00001457,CUST000185,2023-11-21 04:53:00,28,7,email,(none),,mobile,0
SESS00001458,CUST000094,2023-11-11 02:36:00,94,9,naver,(none),,mobile,0
SESS00001459,,2023-08-09 13:44:00,384,5,google,cpc,cmp_14,desktop,0
SESS00001460,,2023-11-02 06:43:00,732,2,email,organic,cmp_24,mobile,0
SESS00001461,CUST000173,2023-10-16 02:17:00,39,8,google,(none),,desktop,0
SESS00001462,CUST000135,2023-08-12 02:43:00,570,6,google,organic,,tablet,0
SESS00001463,,2023-08-28 01:31:00,583,12,google,(none),,tablet,0
SESS00001464,,2023-10-10 01:54:00,1206,19,email,email,cmp_9,desktop,1
SESS00001465,,2023-07-22 02:01:00,1279,1,direct,email,cmp_18,mobile,0
SESS00001466,CUST000177,2023-08-01 04:48:00,1791,16,direct,(none),,desktop,0
SESS00001467,CUST000113,2023-09-10 02:28:00,270,15,naver,email,,desktop,0
SESS00001468,CUST000028,2023-08-13 14:06:00,378,13,direct,email,cmp_29,tablet,0
SESS00001469,CUST000198,2023-10-26 23:55:00,271,20,naver,organic,,mobile,0
SESS00001470,,2023-08-28 01:59:00,1324,4,facebook,social,,mobile,0
SESS00001471,CUST000112,2023-07-11 15:39:00,1760,18,email,(none),,tablet,0
SESS00001472,CUST000115,2023-09-30 06:13:00,1453,19,google,organic,,tablet,0
SESS00001473,CUST000029,2023-11-24 19:07:00,313,15,naver,referral,cmp_23,desktop,0
SESS00001474,CUST000023,2023-08-13 05:05:00,1627,3,direct,(none),cmp_6,mobile,0
SESS00001475,,2023-11-15 23:43:00,676,20,google,cpc,cmp_9,desktop,0
SESS00001476,CUST000056,2023-09-09 08:18:00,524,7,facebook,(none),,desktop,0
SESS00001477,CUST000041,2023-11-24 22:00:00,1303,2,direct,(none),cmp_30,desktop,0
SESS00001478,CUST000082,2023-07-11 14:32:00,106,17,direct,referral,cmp_16,mobile,0
SESS00001479,,2023-07-19 17:48:00,772,7,google,cpc,cmp_2,mobile,0
SESS00001480,CUST000036,2023-08-27 16:46:00,1772,14,referral,email,,desktop,0
SESS00001481,CUST000106,2023-07-01 15:10:00,1142,10,direct,(none),cmp_10,desktop,0
SESS00001482,CUST000057,2023-07-18 22:18:00,1689,13,naver,(none),,tablet,0
SESS00001483,,2023-08-12 02:21:00,617,14,referral,organic,cmp_15,desktop,0
SESS00001484,CUST000194,2023-06-18 16:23:00,231,16,direct,referral,,desktop,0
SESS00001485,CUST000149,2023-09-13 10:50:00,853,1,google,(none),,mobile,0
SESS00001486,CUST000081,2023-07-10 05:36:00,1736,13,referral,social,,tablet,0
SESS00001487,CUST000041,2023-07-18 04:20:00,199,9,naver,social,,tablet,0
SESS00001488,,2023-07-21 14:41:00,277,8,direct,email,,desktop,0
SESS00001489,CUST000110,2023-08-18 06:03:00,388,20,direct,cpc,,mobile,0
SESS00001490,CUST000152,2023-10-22 04:07:00,43,20,facebook,social,,mobile,0
SESS00001491,,2023-07-19 19:09:00,350,20,referral,social,cmp_23,tablet,0
SESS00001492,,2023-10-24 12:57:00,282,18,naver,cpc,,desktop,0
SESS00001493,CUST000085,2023-07-21 19:03:00,1127,15,email,organic,,tablet,0
SESS00001494,CUST000118,2023-11-23 19:01:00,113,15,email,organic,cmp_13,desktop,0
SESS00001495,CUST000080,2023-11-24 17:14:00,893,1,referral,referral,,mobile,0
SESS00001496,CUST000175,2023-08-31 23:01:00,1094,11,naver,referral,cmp_26,tablet,0
SESS00001497,CUST000048,2023-09-05 12:36:00,1547,5,facebook,organic,cmp_24,mobile,0
SESS00001498,CUST000078,2023-09-14 17:52:00,1479,20,referral,organic,,mobile,0
SESS00001499,CUST000046,2023-07-20 21:43:00,503,9,referral,social,,desktop,0
SESS00001500,CUST000091,2023-06-26 09:38:00,1502,13,google,referral,cmp_13,tablet,0
