report_id,competitor_id,our_campaign_ref,our_product_ids,competitor_product_ids,channels_analyzed,poached_influencer_ids,report_date,source,sov_google_ads_pct,sov_google_ads_trend,sov_meta_ads_pct,sov_meta_ads_trend,sov_tiktok_ads_pct,sov_tiktok_ads_trend,sov_naver_ads_pct,sov_naver_ads_trend,sov_kakao_moment_pct,sov_kakao_moment_trend,sov_youtube_pct,sov_youtube_trend,sov_instagram_pct,sov_instagram_trend,sov_twitter_x_pct,sov_twitter_x_trend,sov_linkedin_pct,sov_linkedin_trend,sov_email_pct,sov_email_trend,sov_sms_pct,sov_sms_trend,sov_push_notification_pct,sov_push_notification_trend,sov_display_network_pct,sov_display_network_trend,sov_native_ad_pct,sov_native_ad_trend,sov_affiliate_pct,sov_affiliate_trend,sov_programmatic_pct,sov_programmatic_trend,sov_ott_ads_pct,sov_ott_ads_trend,sov_podcast_ads_pct,sov_podcast_ads_trend,sov_influencer_pct,sov_influencer_trend,sov_offline_event_pct,sov_offline_event_trend,traffic_raw,traffic_norm,traffic_pct,traffic_delta,traffic_yoy,traffic_mom,traffic_avg7d,traffic_avg30d,traffic_median,traffic_p75,traffic_std,traffic_min,traffic_max,traffic_organic,traffic_paid,traffic_cumul,traffic_our_val,traffic_comp_val,traffic_gap,traffic_rank,traffic_index,traffic_score,traffic_trend_val,traffic_benchmark,social_raw,social_norm,social_pct,social_delta,social_yoy,social_mom,social_avg7d,social_avg30d,social_median,social_p75,social_std,social_min,social_max,social_organic,social_paid,social_cumul,social_our_val,social_comp_val,social_gap,social_rank,social_index,social_score,social_trend_val,social_benchmark,search_raw,search_norm,search_pct,search_delta,search_yoy,search_mom,search_avg7d,search_avg30d,search_median,search_p75,search_std,search_min,search_max,search_organic,search_paid,search_cumul,search_our_val,search_comp_val,search_gap,search_rank,search_index,search_score,search_trend_val,search_benchmark,brand_raw,brand_norm,brand_pct,brand_delta,brand_yoy,brand_mom,brand_avg7d,brand_avg30d,brand_median,brand_p75,brand_std,brand_min,brand_max,brand_organic,brand_paid,brand_cumul,brand_our_val,brand_comp_val,brand_gap,brand_rank,brand_index,brand_score,brand_trend_val,brand_benchmark,pricing_raw,pricing_norm,pricing_pct,pricing_delta,pricing_yoy,pricing_mom,pricing_avg7d,pricing_avg30d,pricing_median,pricing_p75,pricing_std,pricing_min,pricing_max,pricing_organic,pricing_paid,pricing_cumul,pricing_our_val,pricing_comp_val,pricing_gap,pricing_rank,pricing_index,pricing_score,pricing_trend_val,pricing_benchmark,threat_level,market_share_pct,price_index
CI-rwr0y7vvvt3v,COMP-27,CAMP-0194,PRD-75,COMP_PRD-187,influencer|display_network|email|programmatic|kakao_moment|native_ad,,16.08.2025,news,5.86,stable,22.29,volatile,29.42,stable,26.35,down,1.25,급증,28.9,stable,8.48,stable,15.61,down,6.79,급감,25.18,stable,27.87,stable,9.73,stable,24.37,volatile,1.71,급감,14.07,doww,3.94,급감,16.0,급감,4.38,stable,12.31,급감,19.98,급감,112.24,94.1,134.09,90.51,38.14,230.94,75.66,181.81,230.81,70.2,0.0,79.82,61.28,73.93,25.21,0.24,27.54,43.51,37.93,6.28,25.27,42.08,87.79,160.66,19.71,283.38,0.89,138.16,388.64,245.83,64.16,0.0,136.38,0.0,119.54,18.95,394.28,22.88,19.83,56.6,443.2,123.1,0.0,26.3,22.48,27.78,22.71,12.44,44.88,170.58,259.56,39.75,50.96,12.6,20.05,23.63,0.0,114.22,65.6,66.79,60.75,176.26,43.31,231.86,8.39,15.72,232.94,227.46,8.17,167.19,150.96,329.95,4.32,24.76,103.56,63.35,37.38,95.53,14.72,59.73,98.78,44.69,68.89,70.06,54.81,216.44,21.72,33.15,3.45,38.52,210.93,1.33,108.14,71.91,12.39,41.53,0.0,128.23,24.74,4.45,125.16,42.68,181.95,55.27,155.15,40.27,1.91,56.83,123.16,13.49,50.33,284.11,159.73,21.96,0.0,99.41,13151.0,8.45,98.81,13.81,critical,3.58,142.4
CI-k6luef8jzn8e,COMP-11,CAMP-0226,PRD-314|PRD-235|PRD-306|PRD-258|PRD-143,COMP_PRD-179|COMP_PRD-24,twitter_x|push_notification,nan,2025-01-05,semrush,16.79,급증,21.45,stable,27.29,N/A,2.2,up,19.24,volatile,9.83,급감,12.6,null,8.28,급증,13.7,down,13.44,up,11.28,volatile,2.33,급감,3.15,급증,2.44,volatile,22.41,stable,29.07,급증,20.86,UNKNOWN,18.01,volatile,17.87,급감,8.93,급감,28.46,93.88,91.1,132.4,568.61,50.81,111.28,93.3,186.24,105.89,60.91,11.0,59.61,10.9,47.33,189.97,274.66,14.4,43.89,39.5,58.82,91.52,34.07,322.9,114.32,259.24,82.78,95.23,88.68,7.11,12.05,21.68,172.96,111.59,1.69,204.71,0.0,97.1,34.66,0.0,175.86,74.92,92.92,44.42,784.1,9.27,53.49,14.78,292.07,434.0,43.03,17.51,255.59,70.04,45.17,141.18,83.52,9.7,0.07,64.74,56.98,7.01,71.17,25.54,16.14,114.46,41.23,17.52,38.79,381.06,274.49,54.34,52.45,54.88,89.6,9.58,36.21,161.83,63.8,99.04,40.04,30.79,81.99,4.82,107.42,126.4,37.3,3.67,46.81,300.17,275.8,258.89,40.2,0.17,19.24,117.15,0.0,68.97,1.97,75.98,144.45,93.83,23.14,44.92,11.67,130.4,172.35,7.43,1.48,1097.0,209.69,53.15,12.07,135.63,169.07,164.35,142.27,27.09,46.92,54.38,critical,21.61,101.3
CI-f2spq7vzg0p3,COMP-7,CAMP-0195,PRD-284|PRD-140|PRD-433|PRD-276,COMP_PRD-171,youtube|influencer|instagram|google_ads|meta_ads|linkedin,,2025년 06월 16일,socialbakers,17.17,stable,2.65,급감,20.26,up,9.02,급감,15.4,up,8.74,급감,16.27,stable,29.01,volatile,17.58,급감,25.01,급증,21.94,volatile,10.61,up,0.99,급증,1.07,volatile,7.28,stable,29.11,급감,17.35,down,10.07,급감,28.91,stable,28.38,stable,34.22,201.56,0.0,284.21,223.22,41.05,10.85,59.66,65.31,153.6,115.57,57.03,27.16,152.68,85.84,14.08,318.86,16.49,107.18,20.03,137.65,36.64,22.57,103.75,165.28,52.22,35.4,51.89,110.61,19.65,155.81,237.27,108.49,158.94,142.62,296.94,65.17,226.27,154.33,95.89,62.99,57.97,58.75,169.77,69.07,75.82,8.0,86.03,71.13,168.75,48.58,43.75,23.26,215.75,49.22,391.44,0.0,16.85,54.54,50.44,392.15,33.69,57.61,308.75,34.11,174.37,169.71,10.57,138.16,94.98,149.45,85.02,112.93,79.22,19.97,135.87,18.38,262.78,229.27,100.05,6.2,61.1,87.09,196.62,50.35,34.06,56.41,32.41,47.02,22.55,42.05,88.77,0.0,254.27,3.57,0.0,43.37,52.84,47.03,102.67,95.69,143.8,109.1,15.31,35.57,45.3,220.39,223.36,27.19,245.26,27.7,40.18,106.62,39.05,240.48,21.35,1.36,10.07,26.31,51.0,critical,3.13,127.5
CI-bnfaz7u33gd8,COMP-21,CAMP-0742,PRD-186|PRD-372|PRD-473|PRD-40|PRD-229,COMP_PRD-52|COMP_PRD-66|COMP_PRD-137|COMP_PRD-121|COMP_PRD-100,podcast_ads|meta_ads|naver_ads|youtube|instagram|twitter_x,N/A,11/23/2024,nan,19.89,급감,29.95,volatile,11.71,volatile,25.04,급감,13.15,,18.96,급증,16.87,급감,1.91,급증,19.71,급감,0.36,-,15.96,down,29.94,급증,1.41,급증,21.89,급감,29.53,up,20.01,급증,2.67,volatile,1.26,volatile,20.2,up,13.39,stable,27.95,156.15,43.25,45.03,10.75,97.87,104.72,347.79,141.79,109.0,237.77,39.69,92.74,14.17,4.16,0.0,280.76,93.29,47.2,2.79,27.64,22.7,62.74,281.03,313.4,190.96,90.33,4.22,10.32,46.67,82.8,45.2,143.5,43.52,58.0,427.9,36.06,42.96,211.37,63.42,176.68,109.18,72.97,0.0,75.31,83.38,206.6,132.35,22.47,2.02,13.24,235.61,55.42,58.77,113.96,37.75,251.62,56.1,24.64,91.55,161.46,186.65,102.21,181.71,50.1,493.3,37.75,174.05,50.74,68.93,1.03,25.67,0.0,40.38,178.42,17.89,280.11,75.55,40.09,293.51,23.59,173.5,69.54,14.32,148.49,9.16,160.33,21.25,5.85,229.48,28.68,55.94,31.89,121.33,77.43,22.84,611.4,107.11,61.28,5.11,114.86,32.9,6.52,20.47,29.26,112.05,78.68,267.0,11.63,98.34,24.29,72.64,28.2,54.88,89.18,413.53,114.96,0.0,57.22,239.4,,22.75,110.3
CI-kt5s1nng6nvv,COMP-19,CAMP-0658,PRD-229|PRD-433|PRD-364,COMP_PRD-80|COMP_PRD-183|COMP_PRD-115|COMP_PRD-157,native_ad,INF-272|INF-300,23-05-2025,manual,12.54,급증,0.87,stable,28.22,stable,23.08,volatile,24.66,stable,9.55,up,20.47,stable,29.13,down,8.36,stable,2.42,volatile,5.13,down,24.83,volatile,20.7,급증,22.48,급증,19.83,up,15.31,미입력,3.85,stable,5.99,down,28.13,volatile,7.13,volatile,14.27,26.68,19.21,109.08,20.36,3.62,58.24,50.85,8.93,36.88,174.68,127.8,46.83,80.47,0.0,8.48,151.84,170.62,135.59,151.66,51.55,106.0,242.0,142.07,143.56,124.82,55.17,40.79,73.47,88.63,402.26,78.34,2795.0,130.68,50.34,38.7,8.71,42.1,54.04,8.5,133.6,15.81,196.52,0.0,48748.0,85.05,52.94,0.0,145.83,9.85,8.09,166.06,174.33,4.05,27.16,20.97,71.19,27.9,201.02,15.54,76.2,80.25,285.71,15.69,26.24,19.88,18.75,98.91,140.94,22.39,35.04,47.35,86.59,21.49,100.89,205.3,66.84,99.45,143.69,107.99,18.36,20.04,27.73,71.9,324.71,97.81,172.81,11.88,35.4,46.98,8.12,61.92,64.8,44.17,108.13,32.77,5.78,64.15,5.39,130.06,155.44,103.5,36.43,348.79,118.07,106.13,54.9,43.82,107.53,6.46,39.65,236.36,284.84,174.16,248.04,20.91,70.58,4.81,125.07,239.31,emerging,25.37,110.2
CI-twdy0551x45g,COMP-3,,PRD-118,COMP_PRD-23|COMP_PRD-191|COMP_PRD-170|COMP_PRD-83,meta_ads|offline_event,null,2023년 10월 01일,similarweb,6.61,급감,15.08,급증,9.67,nan,25.78,down,23.46,급감,6.66,급감,10.13,up,1.02,down,25.59,급감,2.44,down,29.48,급증,2.3,up,21.9,미입력,1.37,down,12.7,stable,11.37,급증,14.44,stable,20.35,급감,12.41,up,28.17,급증,240.27,6.37,114.08,0.0,23.68,22.15,136.7,68.12,11.44,64.0,38.87,105.85,0.0,121.32,135.55,108.91,60.03,130.02,206.44,374.64,30.34,101.11,78.34,95.92,25.02,54.2,17.58,50.8,260.0,187.34,17429.0,129.25,71.69,93.41,235.4,0.0,93.22,79.88,0.0,27.5,1.14,93.36,213.33,44.93,26.84,101.95,148.4,34.84,51.98,115.82,121.23,34.48,109.22,127.55,19.59,55.69,69.12,46.83,415.47,80.29,51.97,149.07,75.9,111.62,301.52,385.01,108.08,8.29,28.74,26.81,210.29,216.01,115.61,195.3,43.05,55.11,90.55,83.7,306.09,53.83,13.11,48.52,147.42,176.02,89.84,41.6,11.4,20.62,150.98,130.72,181.14,9.59,276.92,23.45,69.65,18.71,2026.0000000000002,146.81,13.14,74.4,53.58,84.3,35.48,31.77,0.0,149.81,49.48,37.91,111.35,94.09,18.54,111.58,190.2,11.31,35.48,247.5,144.29,197.17,45.8,47.76,emerging,22.18,113.2
CI-87fep9gl0pvu,COMP-18,CAMP-0630,PRD-490|PRD-359|PRD-186,COMP_PRD-138,twitter_x|ott_ads|meta_ads,미입력,2024-10-12,manual,4.32,stable,11.23,down,17.08,급감,24.73,급증,16.42,down,29.91,급증,3.61,up,23.49,급감,18.87,급감,17.77,null,2.13,급증,0.4,급증,21.87,down,16.21,,26.76,stable,21.26,up,10.37,up,20.46,급증,12.02,급증,5.99,volatile,47.23,158.84,93.22,34.76,61.7,53.53,34.15,101.02,74.32,385.99,237.91,4.67,11.73,14.07,113.24,45.56,91.72,29.52,62.76,88.93,107.72,87.28,15.36,208.12,27.27,157.94,183.91,24.59,57.79,94.86,157.86,125.87,13.05,311.29,45.69,7.15,344.99,63.95,79.87,138.44,81.54,80.79,14.67,238.58,10.64,33.75,84.64,89.89,87.34,57.9,120.1,27.42,10.66,91.67,178.04,42.43,64.5,83.72,20.99,17.5,29.66,42.5,27.55,52.58,167.97,21.05,175.49,58.12,80.37,214.74,17.59,48.76,10.64,57.14,28.2,42.7,957.3,51.98,5.99,42.19,96.06,3.54,253.14,0.0,0.0,85.04,237.72,36.95,215.17,254.98,35.72,199.99,143.45,15.48,6.17,52.35,148.14,108.38,62.65,22.36,0.0,385.2,18.88,50.63,23.5,204.97,15.12,92.48,90.91,240.07,170.77,84.76,79.53,164.67,16.88,32.9,42.1,127.83,88.05,362.04,high,4.21,123.8
CI-7qtzguphh2i5,COMP-9,CAMP-0099,PRD-455|PRD-75|PRD-443,COMP_PRD-104|COMP_PRD-74|COMP_PRD-193|COMP_PRD-81|COMP_PRD-24,twitter_x|youtube|linkedin|display_network|google_ads|sms,n_n,2023/05/28,news,27.47,volatile,24.76,-,18.56,급감,14.93,급감,29.92,stable,26.55,down,14.95,,12.72,volatile,22.95,volatile,28.8,stable,5.95,down,12.91,down,16.56,급감,4.25,급감,2.6,급감,19.31,급증,24.99,급증,15.91,volatile,16.11,up,29.88,up,271.75,27.45,18.25,141.78,43.01,68.61,189.58,54.67,3.77,11.86,254.7,255.2,73.76,59.92,25.87,50.62,103.81,52.39,94.49,176.24,72.72,133.95,100.06,74.17,107.6,9.44,3.56,167.93,39.09,170.27,33.89,46.31,73.63,323.06,36.9,50.5,79.94,220.82,0.0,5.7,1.01,66.83,46.57,192.97,153.35,226.73,17.61,6.58,42.71,47.75,59.4,108.51,160.65,103.2,58.81,17.26,110.8,91.48,0.29,79.39,24.29,136.09,91.87,57.14,23.91,3.59,16.38,34.3,5.64,15.91,290.65,316.94,35.93,251.42,160.29,145.68,101.75,293.54,3.93,58.65,103.78,29.87,186.73,2.59,277.36,5.56,5406.0,68.05,6.44,145.03,22.85,169.06,36.52,117.18,8.42,94.15,8.92,113.96,3.21,183.02,69.2,9.62,183.14,37.38,307.88,43.99,32.04,36.93,94.79,139.47,47.06,179.22,4.18,14.23,21.97,28.64,543.14,41.29,73.78,42.35,emerging,1.82,93.1
CI-gs2zuju86omn,COMP-30,,PRD-6|PRD-111|PRD-373|PRD-143|PRD-22,COMP_PRD-80|COMP_PRD-78|COMP_PRD-23|COMP_PRD-184,email|ott_ads,nan,19-10-2024,semrush,24.31,급증,0.98,급감,10.58,stable,18.64,stable,25.54,stable,20.89,급감,14.52,stable,8.69,dowy,15.02,down,8.14,down,6.16,,12.23,급감,8.41,급증,16.03,급증,23.22,down,1.23,down,11.23,up,24.3,급증,4.51,volatile,0.83,down,3.38,4439.0,299.99,88.57,50.51,75.65,183.17,4.35,31.48,200.97,45.55,38.55,163.63,229.36,44.83,8.09,85.85,36.64,260.02,45.41,181.53,12.29,98.23,49.36,374.93,111.66,101.54,298.09,77.74,78.08,25.14,136.92,42.48,0.0,331.01,0.0,112.97,6.38,67.68,48.94,124.87,96.12,50.48,62.5,40.11,139.77,74.66,180.56,43.23,20.01,21.73,57.79,177.1,233.28,60.04,38.75,21.59,80.34,15.71,18.36,16.38,41.79,67.64,58.49,158.1,34.63,17.5,182.76,21.25,19.83,119.12,12.43,55.13,1.84,192.24,186.09,73.03,12.23,165.89,48.76,19.98,44.13,54.21,70.62,167.8,48.35,14.07,1.65,90.19,85.78,268.85,28.0,48.75,68.51,103.06,171.89,155.85,78.29,77.08,118.26,37.46,135.8,26.22,433.07,28.69,16.45,0.18,48.02,248.65,33.48,67.75,73.79,74.63,179.62,9.3,6.77,133.99,501.17,117.58,42.0,low,20.64,146.4
CI-6yrjddemj9yd,COMP-27,CAMPq0039,PRD-323|PRD-39|PRD-155|PRD-77,COMP_PRD-35|COMP_PRD-22|COMP_PRD-130,google_ads|native_ad|ott_ads|linkedin|instagram|email,,"Feb 18, 2024",nan,23.61,volatile,15.74,down,6.76,up,14.26,down,24.25,급증,24.84,급증,11.2,stable,3.46,do!n,11.26,down,9.07,up,14.41,급증,7.51,급감,28.54,down,15.88,급증,13.7,급증,7.8,,18.73,up,10.49,volatile,14.4,,25.45,up,314.97,44.62,62.37,7.52,32.85,57.0,28.63,124.66,60.4,24.41,13.22,19.96,691.27,33.47,75.98,7.62,33.97,16.29,15.64,69.57,62.86,102.18,106.46,30.66,276.79,0.0,306.59,232.66,59.09,37.44,10.62,18.72,74.6,359.94,9.27,54.49,116.36,34.73,171.13,50.95,14.14,102.15,0.0,47.45,23.09,11.58,62.47,6.22,12.94,36.91,25.98,4.45,35.9,476.81,94.69,114.83,158.38,0.32,0.0,100.9,7.34,25.19,233.01,55.84,24.08,91.77,5.42,169.52,31.11,110.34,157.79,212.88,28.96,2.59,98.3,98.62,8.98,97.16,53.42,314.04,67.67,21.1,202.49,14.29,7.06,76.83,184.7,374.44,15.55,113.95,37.8,26.69,41.34,36.28,178.58,153.56,163.47,35.75,10327.0,0.0,53.38,3.28,68.32,159.0,14.4,9019.0,0.0,45.12,7.44,220.11,273.88,118.92,267.74,17.75,105.91,103.44,123.58,102.27,106.68,40.47,low,24.53,98.6
CI-plyup9fsy4jo,COMP-21,,PRD-482|PRD-324|PRD-347,COMP_PRD-182,affiliate|push_notification,,,socialbakers,25.13,volatile,12.53,급감,16.9,volatile,26.98,급증,13.61,stable,18.89,stable,28.59,stable,27.33,급증,26.77,stable,4.93,volatile,19.69,N/A,23.95,급증,3.25,stable,25.92,미입력,4.18,stable,24.13,급증,25.27,down,11.73,급증,24.41,volatile,10.63,급감,10227.0,21.95,5.59,198.61,71.24,16.84,31.91,32.48,122.54,76.13,32.62,127.19,140.48,47.02,55.45,24.37,0.0,283.14,1.29,91.3,79.18,267.74,39.95,97.24,96.99,11.74,9.53,30.46,54.37,37.0,98.38,60.25,292.96,57.9,4.78,61.91,372.59,159.39,350.39,20.16,103.47,37.73,80.67,89.08,47.78,74.44,56.34,50.03,86.83,61.55,51.41,245.65,227.52,180.19,12.92,57.99999999999999,25.73,40.97,255.7,155.65,208.89,139.97,169.2,33.4,70.26,246.29,0.0,342.74,319.91,182.58,21.59,33.86,42.54,31.48,184.55,13.36,171.38,207.02,97.03,151.59,17.77,156.46,0.0,18.72,24.49,7.93,89.63,7.87,169.95,72.55,156.76,191.88,16.34,271.55,34.6,16.95,196.67,94.63,25.26,19.36,166.55,57.75,2.17,23.64,0.67,36.42,22.01,132.95,109.71,300.18,206.52,319.55,111.58,0.65,13.26,155.59,599.81,41.28,30.54,100.74,,32.96,87.2
CI-t5es36er77xf,COMP-28,,PRD-323,COMP_PRD-177|COMP_PRD-112|COMP_PRD-134,meta_ads|email,null,20250317,ad_library,8.46,급증,29.45,volatile,12.04,N/A,0.31,up,14.43,급감,11.16,급감,21.2,volatile,6.81,up,22.51,down,28.75,급감,12.41,up,25.56,급증,13.64,down,1.67,up,21.22,stable,6.01,up,5.07,volatile,7.24,,6.7,volatile,2.56,volatile,26.04,5.47,26.57,281.7,82.85,217.35,227.85,97.1,95.42,125.48,28.91,69.56,80.68,254.15,71.2,86.7,90.7,21.1,59.87,113.31,2.57,11.47,18.03,58.06,44.77,85.57,4.78,0.0,22.24,3.1,91.48,37.11,39.41,49.42,54.26,121.96,55.92,29.68,18.66,68.65,59.82,217.76,193.45,56.78,26.85,297.11,0.0,169.99,167.28,221.17,54.65,0.01,1.46,162.34,139.3,108.37,191.53,10685.0,61.71,211.01,329.43,0.0,11942.0,21.68,78.35,82.07,30.66,15.61,121.0,12.73,77.96,87.4,37.52,72.59,215.09,17.1,9.38,131.33,1.15,49.69,117.19,111.49,39.49,181.29,262.26,59.53,51.13,5.79,21.56,49.97,39.5,84.05,115.47,7.78,158.9,32.0,1.0,38.4,53.07,0.73,349.47,9.58,29.17,52.87,111.27,133.39,58.58,41.21,249.51,168.11,49.29,174.47,198.08,51.33,24.22,84.8,9.02,13.35,33.97,146.52,medium,29.41,80.4
CI-cbyr3mfqhs5e,COMP-20,nan,PRD-52,COMP_PRD-66,tiktok_ads|influencer|twitter_x,null,2024/12/29,ad_library,25.93,up,23.18,down,6.56,급증,13.34,down,23.7,down,22.66,stable,15.54,stable,27.92,volatile,8.66,volatile,20.92,up,20.32,up,7.48,stable,28.01,급증,11.31,급증,5.71,down,17.31,up,4.61,up,7.01,급증,16.15,stable,27.8,volatile,64.06,49.4,215.61,262.53,244.4,103.69,71.37,56.23,32.72,407.48,65.16,49.83,3.22,47.02,157.99,422.27,53.3,75.68,283.69,64.9,41.3,27.45,46.13,40.96,20.02,154.48,109.68,137.75,42.64,69.0,73.72,92.26,107.53,539.7,98.75,113.7,155.04,21.55,2.54,36.47,48.39,105.35,0.11,89.71,184.42,82.33,100.1,17.33,301.58,14.42,2.41,61.93,459.46,171.84,102.26,762.87,78.2,277.63,7.12,85.64,43.66,131.68,53.39,170.87,298.31,121.8,106.75,386.39,16.36,203.82,7.63,0.63,60.91,174.9,18.59,86.06,51.17,29.78,102.49,42.38,151.69,507.63,108.22,67.3,131.7,64.73,304.84,17.66,482.26,6.03,25.26,36.75,80.87,80.66,372.23,38.11,133.27,28.7,41.9,215.41,0.96,149.47,69.84,515.95,23.98,27.91,24.0,228.04,177.7,166.35,65.71,25.81,0.0,13.6,190.15,9.52,246.95,29.42,89.7,86.45,high,33.93,135.1
CI-bke11xk7czs9,COMP-17,,PRD-70|PRD-287|PRD-113|PRD-51,COMP_PRD-199|COMP_PRD-84|COMP_PRD-129|COMP_PRD-147,podcast_ads,N/A,2024-02-07,news,14.56,up,1.28,down,27.99,stable,6.19,급감,7.36,up,13.55,down,24.97,급감,22.66,nan,23.17,stable,27.56,급감,3.98,up,19.6,down,16.77,stable,29.24,down,10.82,급감,12.3,volatile,10.36,급증,20.9,up,27.31,stable,10.29,down,17.6,230.79,76.9,73.9,163.89,5.15,13.59,7.02,85.53,16.52,162.49,56.96,5.85,25.01,41.41,167.49,42.18,3.24,66.8,230.1,0.36,79.73,32.2,212.95,51.04,114.33,143.9,52.68,72.75,68.75,130.96,37.83,142.68,1.73,73.75,29.65,56.26,78.75,36.74,27.45,145.17,36.12,118.67,0.0,35.15,196.46,16.95,371.63,0.0,75.69,101.46,288.86,194.98,92.4,62.27,20.53,65.43,0.7,250.27,73.26,113.59,54.68,28.76,35.5,9.28,54.66,8.28,55.68,84.85,88.27,53.8,116.85,44.6,2925.0,16.45,1.84,61.47,12.64,156.24,4.27,92.08,8.87,115.77,45.71,22.58,88.64,55.0,42.08,39.05,136.94,72.4,83.52,169.98,107.34,54.56,73.0,24.88,14.58,4.65,16.92,132.63,80.33,195.26,122.88,9.89,111.44,82.49,163.06,130.13,202.33,1.94,491.33,171.91,470.24,86.51,20.65,27.29,180.59,57.47,234.8,미입력,25.16,129.9
CI-5013g98epl9b,COMP-11,,PRD-260,COMP_PRD-83|COMP_PRD-63|COMP_PRD-117,influencer,UNKNOWN,,socialbakers,2.42,down,12.9,,1.39,급증,6.06,급증,17.54,급증,18.71,급감,19.68,급증,28.96,급증,19.36,급증,12.06,급감,10.04,급증,18.35,급증,3.44,volatile,18.49,급증,0.77,down,5.73,급감,2.08,down,17.59,stable,17.94,stable,8.9,급감,0.0,10358.0,346.52,121.52,53.9,45.86,95.13,132.09,327.57,14.32,179.86,28.14,0.16,283.93,89.39,59.09,91.33,45.69,132.22,256.89,233.11,27.31,69.05,8.18,15.41,281.97,0.0,24.83,65.14,266.6,20.91,74.07,34.63,244.34,11.18,21.12,16.68,60.77,362.35,202.56,51.32,30.51,54.02,42.04,62.38,16.9,2934.0,47.49,96.26,66.64,89.98,27.05,0.0,14.79,25.8,355.05,270.65,60.27,293.3,28.33,155.22,17.44,58.34,22.79,229.31,186.8,26.76,103.31,300.18,4.45,2.79,231.98,18.78,134.17,209.31,127.29,214.28,43.82,222.0,27.81,527.6,225.55,118.79,32.72,83.32,28.54,82.43,34.97,107.78,48.58,69.28,88.29,79.72,0.0,10.68,113.53,34.68,90.53,4.31,56.16,1.32,67.64,64.46,109.13,44.99,63.25,1.92,190.14,0.0,254.56,81.51,10.57,32.48,9.23,328.66,25.15,14.43,57.78,159.66,12.09,high,1.26,85.3
CI-hup8fjrdvew2,COMP-28,CAMP-0079,PRD-316|PRD-101|PRD-50,COMP_PRD-97,podcast_ads|sms,UNKNOWN,11/26/2023,manual,11.59,volatile,9.8,up,23.91,null,11.77,volatile,6.37,stable,7.35,down,27.08,down,7.64,down,13.17,급감,22.35,,21.91,급증,7.51,up,21.14,up,6.35,volatile,29.89,down,26.39,down,22.98,급증,24.75,up,18.73,급감,27.15,down,1.15,19.43,127.5,54.98,16.89,12.58,109.01,93.23,84.94,7.21,129.43,143.34,130.47,191.01,117.61,4.07,56.73,98.86,91.17,48.56,32.85,29.25,463.37,57.83,26.93,51.9,262.85,42.39,9222.0,117.67,262.27,63.83,44.16,5.16,625.9,141.28,70.61,112.13,15.59,54.77,168.49,0.91,61.57,29.17,77.88,408.85,127.89,47.27,18.84,66.14,77.75,48.54,23.31,22.1,51.51,5.08,30.28,105.82,81.13,130.1,66.6,134.24,43.68,247.35,80.52,61.83,0.0,178.96,207.52,51.86,395.82,100.93,93.37,41.29,16.04,23.41,5.42,78.46,157.26,27.21,111.13,5717.0,84.47,125.95,26.31,50.41,69.79,131.95,100.97,37.0,69.8,166.95,298.21,93.61,137.01,96.88,20.06,9.54,73.88,136.56,165.5,75.16,20.91,130.86,66.9,17.07,154.0,40.06,90.42,166.54,22.84,95.74,438.04,60.56,138.29,4.01,19.47,255.12,14.53,41.02,low,13.1,117.6
CI-1rd7ibpuvsk6,COMP-28,CAMP-0680,PRD-237|PRD-453|PRD-340|PRD-403|PRD-252,COMP_PRD-106|COMP_PRD-149|COMP_PRD-179,instagram,INF-196,2025/05/03,news,19.84,up,24.71,down,12.75,down,9.76,급증,10.92,volatile,13.36,down,5.04,급증,9.29,volatile,21.93,down,18.25,stable,22.67,volatile,3.3,volatile,29.14,급증,27.45,급증,26.79,stable,24.23,급증,19.14,급감,17.49,up,29.16,급증,14.31,volatile,197.97,32.13,1.56,178.65,136.31,100.65,64.94,74.19,102.21,91.23,20.8,48.52,47.21,27.07,50.28,141.19,75.94,84.95,56.75,14.91,14.97,3.72,21.16,0.0,84.65,74.49,3.26,99.14,62.39,14.17,3.68,22.78,130.83,44.87,82.05,0.0,126.16,179.38,33.82,35.18,158.81,40.66,15.17,244.44,247.23,271.26,48.93,321.08,32.06,36.29,515.68,152.59,52.74,111.34,21.13,9.78,45.4,24.48,485.49,224.69,14.95,37.98,294.15,0.0,126.84,229.44,16.12,130.84,130.91,310.64,23.16,18.9,62.21,0.78,39.43,147.02,17.37,78.66,264.67,198.04,0.0,34.51,124.85,6.86,118.33,59.35,19.8,43.28,49.54,155.98,15.34,531.04,33.69,141.34,136.05,99.46,59.81,253.77,37.54,47.69,9.03,100.01,185.83,233.05,122.58,7.99,338.16,50.31,26.89,79.9,256.36,13.52,0.0,53.35,50.1,51.21,0.0,393.5,47.66,130.74,low,33.29,86.6
